ID,title,description,streetaddress,lon,lat,geoAddress,city,state,amenityfeatures,type,Year,notes,dateadded,lastmodified,full.address,status
212,Lou's Hideaway,(downstairs below Hickory House),9th & Pennsylvania NW,-77.023651 ,38.893709,unclear_coded_by_hand,Washington,District of Columbia,"(YC) - Young and/or collegiate types,(*) - Very popular,(D) - Dancing",Bars/Clubs,1971,,2/24/2020 5:41pm,2/26/2020 4:44pm,"9th & Pennsylvania NW, District of Columbia",Verified Location
221,Lou's Hideaway,(downstairs- below Hickory House),9th & Pennsylvania NW,-77.023651 ,38.893709,unclear_coded_by_hand,Washington,District of Columbia,"(YC) - Young and/or collegiate types,(*) - Very popular,(D) - Dancing",Bars/Clubs,1972,,2/24/2020 5:41pm,2/26/2020 4:44pm,"9th & Pennsylvania NW, District of Columbia",Verified Location
23,Lou's Hideaway,,821 Pennsylvania Ave SW,-77.023651 ,38.893709,"821 pennsylvania ave nw, washington, dc 20004, usa",Washington,District of Columbia,(*) - Very popular,Bars/Clubs,1966,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"821 Pennsylvania Ave SW, District of Columbia",Google Verified Location
201,Louie's ,(weekends-- back bar 9th St. entrance),9th & Pennsylvania NW,-77.023651 ,38.893709,unclear_coded_by_hand,Washington,District of Columbia,,Bars/Clubs,1970,,2/24/2020 5:41pm,2/26/2020 4:44pm,"9th & Pennsylvania NW, District of Columbia",Verified Location
191,Louie's ,(weekends) (in back bar),9th & Pennsylvania NW,-77.023651 ,38.893709,unclear_coded_by_hand,Washington,District of Columbia,,Bars/Clubs,1969,,2/24/2020 5:41pm,2/26/2020 4:44pm,"9th & Pennsylvania NW, District of Columbia",Verified Location
531,Louie's Spartan Lounge,"(some SM, W)",305 9th St. N.W.,-77.0236663,38.8923768,"305 9th st nw, washington, dc 20004, usa",Washington,District of Columbia,(W) - Western or coyboy types,Bars/Clubs,1980,NA,2/18/2020 1:18am,2/18/2020 2:11am,"305 9th St. N.W., District of Columbia",Google Verified Location
197,Louie's Spartan Lounge,,305 9th St. N.W.,-77.0236663,38.8923768,"305 9th st nw, washington, dc 20004, usa",Washington,District of Columbia,(*) - Very popular,Bars/Clubs,1974,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"305 9th St. N.W., District of Columbia",Google Verified Location
357,Louie's Spartan Lounge,"(some SM, W, OC) (WE*)",305 9th St. N.W.,-77.0236663,38.8923768,"305 9th st nw, washington, dc 20004, usa",Washington,District of Columbia,"(W) - Western or coyboy types,(OC) - Older/More Mature Crowd,(WE) = Weekends,(*) - Very popular",Bars/Clubs,1977,NA,2/17/2020 1:09am,2/18/2020 2:09am,"305 9th St. N.W., District of Columbia",Google Verified Location
299,Louie's Spartan Lounge,(some SM),305 9th St. N.W.,-77.0236663,38.8923768,"305 9th st nw, washington, dc 20004, usa",Washington,District of Columbia,,Bars/Clubs,1976,NA,2/17/2020 12:53am,2/17/2020 1:29am,"305 9th St. N.W., District of Columbia",Google Verified Location
124,Louie's Spartan Lounge,(W-Th-F-Sat only),304 9th St. N.W.,-77.0239884,38.8941121,"304 9th st nw, washington, dc 20535, usa",Washington,District of Columbia,(*) - Very popular,Bars/Clubs,1972,NA,2/16/2020 4:44pm,2/17/2020 1:06am,"304 9th St. N.W., District of Columbia",Google Verified Location
416,Louie's Spartan Lounge,"(some SM, W)",305 9th St. N.W.,-77.0236663,38.8923768,"305 9th st nw, washington, dc 20004, usa",Washington,District of Columbia,(W) - Western or coyboy types,Bars/Clubs,1978,NA,2/17/2020 7:57pm,2/18/2020 2:10am,"305 9th St. N.W., District of Columbia",Google Verified Location
160,Louie's Spartan Lounge,,305 9th St. N.W.,-77.0236663,38.8923768,"305 9th st nw, washington, dc 20004, usa",Washington,District of Columbia,(*) - Very popular,Bars/Clubs,1973,NA,2/16/2020 5:58pm,2/17/2020 1:06am,"305 9th St. N.W., District of Columbia",Google Verified Location
473,Louie's Spartan Lounge,"(some SM, W)",305 9th St. N.W.,-77.0236663,38.8923768,"305 9th st nw, washington, dc 20004, usa",Washington,District of Columbia,(W) - Western or coyboy types,Bars/Clubs,1979,NA,2/18/2020 12:30am,2/18/2020 2:10am,"305 9th St. N.W., District of Columbia",Google Verified Location
100,Louie's Spartan Lounge,(W-Th-F-Sat only),304 9th St. N.W.,-77.0239884,38.8941121,"304 9th st nw, washington, dc 20535, usa",Washington,District of Columbia,(*) - Very popular,Bars/Clubs,1971,NA,2/16/2020 4:44pm,2/17/2020 1:06am,"304 9th St. N.W., District of Columbia",Google Verified Location
247,Louie's Spartan Lounge,,305 9th St. N.W.,-77.0236663,38.8923768,"305 9th st nw, washington, dc 20004, usa",Washington,District of Columbia,"(W) - Western or coyboy types,(*) - Very popular",Bars/Clubs,1975,NA,2/16/2020 6:33pm,2/17/2020 1:06am,"305 9th St. N.W., District of Columbia",Google Verified Location
418,M.C.C.,,945 G St,-77.0256785,38.8985587,"945 g st nw, washington, dc 20001, usa",Washington,District of Columbia,M.C.C. - Metropolitan Community Church,Church,1978,NA,2/17/2020 7:57pm,2/18/2020 2:10am,"945 G St, District of Columbia",Google Verified Location
275,M.C.C.,,10th & G Sts.,-77.025989,38.898321,unclear_coded_by_hand,Washington,District of Columbia,M.C.C. - Metropolitan Community Church,Church,1976,,2/24/2020 5:41pm,2/26/2020 4:44pm,"10th & G Sts., District of Columbia",Verified Location
549,M.C.C.,,945 G St. NW,-77.0256785,38.8985587,"945 g st nw, washington, dc 20001, usa",Washington,District of Columbia,M.C.C. - Metropolitan Community Church,Church,1980,NA,2/18/2020 1:57am,2/18/2020 2:11am,"945 G St. NW, District of Columbia",Google Verified Location
259,M.C.C.,,9th & Maryland Ave. N.E.,-76.993744,38.895871,unclear_coded_by_hand,Washington,District of Columbia,M.C.C. - Metropolitan Community Church,Church,1975,,2/24/2020 5:41pm,2/26/2020 4:45pm,"9th & Maryland Ave. N.E., District of Columbia",Verified Location
359,M.C.C.,,945 G St,-77.0256785,38.8985587,"945 g st nw, washington, dc 20001, usa",Washington,District of Columbia,M.C.C. - Metropolitan Community Church,Church,1977,NA,2/17/2020 1:09am,2/18/2020 2:09am,"945 G St, District of Columbia",Google Verified Location
339,M.C.T.,Gay Synagogue (202) 547-4562,,-77.036871, 38.907192,unclear_coded_by_hand,Washington,District of Columbia,,Church,1980,,2/24/2020 5:41pm,2/26/2020 4:46pm,", District of Columbia",Location could not be verified. General city or location coordinates used.
548,Magic Touch Massage,(3rd floor),819 13th St. NW,-77.0295835,38.9003935,"819 13th st nw, washington, dc 20005, usa",Washington,District of Columbia,,Business,1980,NA,2/18/2020 1:56am,2/18/2020 2:11am,"819 13th St. NW, District of Columbia",Google Verified Location
532,Man's World,"(Books, peep shows, erotica)",918 9th St. NW,-77.024859,38.9017062,"918 9th st nw, washington, dc 20001, usa",Washington,District of Columbia,,"Business,Book Store",1980,NA,2/18/2020 1:18am,2/18/2020 2:11am,"918 9th St. NW, District of Columbia",Google Verified Location
474,Man's World,"(Books, peep shows, erotica)",918 9th St. NW,-77.024859,38.9017062,"918 9th st nw, washington, dc 20001, usa",Washington,District of Columbia,,"Business,Book Store",1979,NA,2/18/2020 12:30am,2/18/2020 2:10am,"918 9th St. NW, District of Columbia",Google Verified Location
419,Manchester Inn ,,1426 M St. NW,-77.0339425,38.9054177,"1426 m st nw, washington, dc 20005, usa",Washington,District of Columbia,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,1978,NA,2/17/2020 7:58pm,2/18/2020 2:10am,"1426 M St. NW, District of Columbia",Google Verified Location
417,Metropole II,(cinema),104 Rhode Island NW,-77.0125918,38.915377,"104 rhode island ave nw, washington, dc 20001, usa",Washington,District of Columbia,,Theatre,1978,NA,2/17/2020 7:57pm,2/18/2020 2:10am,"104 Rhode Island NW, District of Columbia",Google Verified Location
358,Metropole II,(cinema),104 Rhode Island NW,-77.0125918,38.915377,"104 rhode island ave nw, washington, dc 20001, usa",Washington,District of Columbia,,Theatre,1977,NA,2/17/2020 1:09am,2/18/2020 2:09am,"104 Rhode Island NW, District of Columbia",Google Verified Location
300,Metropole Theatre,,411 L St. NW,-77.0163994,38.9038982,"411 l st nw, washington, dc 20001, usa",Washington,District of Columbia,,Theatre,1976,NA,2/17/2020 12:53am,2/17/2020 1:29am,"411 L St. NW, District of Columbia",Google Verified Location
248,Metropole Theatre,,411 L St. NW,-77.0163994,38.9038982,"411 l st nw, washington, dc 20001, usa",Washington,District of Columbia,,Theatre,1975,NA,2/16/2020 6:33pm,2/17/2020 1:06am,"411 L St. NW, District of Columbia",Google Verified Location
198,Metropole Theatre,,411 L St. NW,-77.0163994,38.9038982,"411 l st nw, washington, dc 20001, usa",Washington,District of Columbia,,Theatre,1974,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"411 L St. NW, District of Columbia",Google Verified Location
161,Metropole Theatre,,411 L St. NW,-77.0163994,38.9038982,"411 l st nw, washington, dc 20001, usa",Washington,District of Columbia,,Theatre,1973,NA,2/16/2020 5:58pm,2/17/2020 1:06am,"411 L St. NW, District of Columbia",Google Verified Location
244,Metropolitan Community Church,,9th & Maryland Ave. N.E.,-76.993744,38.895871,unclear_coded_by_hand,Washington,District of Columbia,,Church,1974,,2/24/2020 5:41pm,2/26/2020 4:46pm,"9th & Maryland Ave. N.E., District of Columbia",Verified Location
245,Michelangelo,,8th & E St SE,-76.994956,38.882861,unclear_coded_by_hand,Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(D) - Dancing,(*) - Very popular","Restaurant,Bars/Clubs",1974,,2/24/2020 5:41pm,2/26/2020 4:46pm,"8th & E St SE, District of Columbia",Verified Location
260,Michelangelo,(after hours*),8th & E St SE,-76.994956,38.882861,unclear_coded_by_hand,Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(D) - Dancing,(*) - Very popular","Restaurant,Bars/Clubs",1975,,2/24/2020 5:41pm,2/26/2020 4:46pm,"8th & E St SE, District of Columbia",Verified Location
323,Millie's & Lou's,,8th & E Sts. SE,-76.994956,38.882861,unclear_coded_by_hand,Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(B) - Blacks frequent,(AH) - After Hours,(RT) - 'Raunchy types' - downtown type places - often hustlers,(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz","Bars/Clubs,Restaurant",1979,,2/24/2020 5:41pm,2/26/2020 4:46pm,"8th & E Sts. SE, District of Columbia",Verified Location
162,Millie's & Lou's,(after hours),406 8th St. S.E.,-76.9947303,38.883522,"406 8th st se, washington, dc 20003, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks""","Bars/Clubs,Restaurant",1973,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"406 8th St. S.E., District of Columbia",Google Verified Location
307,Millie's & Lou's,,8th & E Sts. SE,-76.994956,38.882861,unclear_coded_by_hand,Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(B) - Blacks frequent,(AH) - After Hours,(RT) - 'Raunchy types' - downtown type places - often hustlers,(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz","Bars/Clubs,Restaurant",1978,,2/24/2020 5:41pm,2/26/2020 4:46pm,"8th & E Sts. SE, District of Columbia",Verified Location
360,Millie's & Lou's,,406 8th St. S.E.,-76.9947303,38.883522,"406 8th st se, washington, dc 20003, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(B) - Blacks frequent,(AH) - After Hours,(RT) - 'Raunchy types' - downtown type places - often hustlers,(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz","Bars/Clubs,Restaurant",1977,NA,2/17/2020 1:09am,2/18/2020 2:09am,"406 8th St. S.E., District of Columbia",Google Verified Location
338,Millie's & Lou's,,8th & E Sts. SE,-76.994956,38.882861,unclear_coded_by_hand,Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(B) - Blacks frequent,(AH) - After Hours,(RT) - 'Raunchy types' - downtown type places - often hustlers,(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz","Bars/Clubs,Restaurant",1980,,2/24/2020 5:41pm,2/26/2020 4:46pm,"8th & E Sts. SE, District of Columbia",Verified Location
302,Millie's & Lou's,(at your own risk),406 8th St. S.E.,-76.9947303,38.883522,"406 8th st se, washington, dc 20003, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(B) - Blacks frequent,(AH) - After Hours,(*) - Very popular,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs,Restaurant",1976,NA,2/17/2020 12:53am,2/17/2020 1:29am,"406 8th St. S.E., District of Columbia",Google Verified Location
251,Millie's & Lou's,(after hours),406 8th St. S.E.,-76.9947303,38.883522,"406 8th st se, washington, dc 20003, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(B) - Blacks frequent,(AH) - After Hours,(*) - Very popular","Bars/Clubs,Restaurant",1975,NA,2/16/2020 6:33pm,2/17/2020 1:06am,"406 8th St. S.E., District of Columbia",Google Verified Location
126,Millie's & Lou's,(after hours),406 8th St. S.E.,-76.9947303,38.883522,"406 8th st se, washington, dc 20003, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks""",Bars/Clubs,1972,NA,2/16/2020 4:44pm,2/17/2020 1:06am,"406 8th St. S.E., District of Columbia",Google Verified Location
201,Millie's & Lou's,(after hours),406 8th St. S.E.,-76.9947303,38.883522,"406 8th st se, washington, dc 20003, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(B) - Blacks frequent","Bars/Clubs,Restaurant",1974,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"406 8th St. S.E., District of Columbia",Google Verified Location
203,Mr. Henry's,,601 Pennsylvania,-77.020398,38.893589,unclear_coded_by_hand,Washington,District of Columbia,(M) - Mixed Crowds - Some Straights,Bars/Clubs,1970,,2/24/2020 5:41pm,2/26/2020 4:46pm,"601 Pennsylvania, District of Columbia",Verified Location
41,Mr. Henry's,,Pennsylvania & 6th St SE,-77.0203981,38.8935888,"601 pennsylvania ave nw, washington, dc 20004, usa",Washington,District of Columbia,(M) - Mixed Crowds - Some Straights,Bars/Clubs,1968,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"Pennsylvania & 6th St SE, District of Columbia",Google Verified Location
361,Mr. Henry's,,601 Pennsylvania,-77.0203981,38.8935888,"601 pennsylvania ave nw, washington, dc 20004, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,(*) - Very popular","Bars/Clubs,Restaurant",1977,NA,2/17/2020 1:09am,2/18/2020 2:09am,"601 Pennsylvania, District of Columbia",Google Verified Location
253,Mr. Henry's,(Georgetown),1225 Wisconsin Ave. NW,-77.06263,38.9057972,"1225 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,(M) - Mixed Crowds - Some Straights,"Bars/Clubs,Restaurant",1975,NA,2/17/2020 12:53am,2/17/2020 1:06am,"1225 Wisconsin Ave. NW, District of Columbia",Google Verified Location
202,Mr. Henry's,,601 Pennsylvania,-77.0203981,38.8935888,"601 pennsylvania ave nw, washington, dc 20004, usa",Washington,District of Columbia,(M) - Mixed Crowds - Some Straights,"Bars/Clubs,Restaurant",1974,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"601 Pennsylvania, District of Columbia",Google Verified Location
304,Mr. Henry's,(Georgetown),1225 Wisconsin Ave. NW,-77.06263,38.9057972,"1225 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,(*) - Very popular","Bars/Clubs,Restaurant",1976,NA,2/17/2020 1:08am,2/17/2020 1:29am,"1225 Wisconsin Ave. NW, District of Columbia",Google Verified Location
421,Mr. Henry's,,601 Pennsylvania,-77.0203981,38.8935888,"601 pennsylvania ave nw, washington, dc 20004, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs,Restaurant",1978,NA,2/17/2020 7:58pm,2/18/2020 2:10am,"601 Pennsylvania, District of Columbia",Google Verified Location
164,Mr. Henry's,(Georgetown),1225 Wisconsin Ave. NW,-77.06263,38.9057972,"1225 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,(M) - Mixed Crowds - Some Straights,"Bars/Clubs,Restaurant",1973,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"1225 Wisconsin Ave. NW, District of Columbia",Google Verified Location
163,Mr. Henry's,,601 Pennsylvania,-77.0203981,38.8935888,"601 pennsylvania ave nw, washington, dc 20004, usa",Washington,District of Columbia,(M) - Mixed Crowds - Some Straights,"Bars/Clubs,Restaurant",1973,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"601 Pennsylvania, District of Columbia",Google Verified Location
479,Mr. Henry's,(Georgetown),1225 Wisconsin Ave. NW,-77.06263,38.9057972,"1225 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs,Restaurant",1979,NA,2/18/2020 12:30am,2/18/2020 2:10am,"1225 Wisconsin Ave. NW, District of Columbia",Google Verified Location
203,Mr. Henry's,(Georgetown),1225 Wisconsin Ave. NW,-77.06263,38.9057972,"1225 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,(M) - Mixed Crowds - Some Straights,"Bars/Clubs,Restaurant",1974,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"1225 Wisconsin Ave. NW, District of Columbia",Google Verified Location
534,Mr. Henry's,(Georgetown),1225 Wisconsin Ave. NW,-77.06263,38.9057972,"1225 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,(M) - Mixed Crowds - Some Straights,"Bars/Clubs,Restaurant",1980,NA,2/18/2020 1:18am,2/18/2020 2:11am,"1225 Wisconsin Ave. NW, District of Columbia",Google Verified Location
193,Mr. Henry's,,601 Pennsylvania,-77.020398,38.893589,unclear_coded_by_hand,Washington,District of Columbia,(M) - Mixed Crowds - Some Straights,Bars/Clubs,1969,,2/24/2020 5:41pm,2/26/2020 4:46pm,"601 Pennsylvania, District of Columbia",Verified Location
303,Mr. Henry's,,601 Pennsylvania,-77.0203981,38.8935888,"601 pennsylvania ave nw, washington, dc 20004, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,(*) - Very popular","Bars/Clubs,Restaurant",1976,NA,2/17/2020 1:08am,2/17/2020 1:29am,"601 Pennsylvania, District of Columbia",Google Verified Location
362,Mr. Henry's,(Georgetown),1225 Wisconsin Ave. NW,-77.06263,38.9057972,"1225 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,(*) - Very popular","Bars/Clubs,Restaurant",1977,NA,2/17/2020 1:09am,2/18/2020 2:09am,"1225 Wisconsin Ave. NW, District of Columbia",Google Verified Location
252,Mr. Henry's,,601 Pennsylvania,-77.0203981,38.8935888,"601 pennsylvania ave nw, washington, dc 20004, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,(*) - Very popular","Bars/Clubs,Restaurant",1975,NA,2/17/2020 12:53am,2/17/2020 1:06am,"601 Pennsylvania, District of Columbia",Google Verified Location
422,Mr. Henry's,(Georgetown),1225 Wisconsin Ave. NW,-77.06263,38.9057972,"1225 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs,Restaurant",1978,NA,2/17/2020 7:58pm,2/18/2020 2:10am,"1225 Wisconsin Ave. NW, District of Columbia",Google Verified Location
213,Mr. Henry's,,601 Pennsylvania,-77.020398,38.893589,unclear_coded_by_hand,Washington,District of Columbia,(M) - Mixed Crowds - Some Straights,Bars/Clubs,1971,,2/24/2020 5:41pm,2/26/2020 4:46pm,"601 Pennsylvania, District of Columbia",Verified Location
127,Mr. Henry's,,601 Pennsylvania,-77.0203981,38.8935888,"601 pennsylvania ave nw, washington, dc 20004, usa",Washington,District of Columbia,(M) - Mixed Crowds - Some Straights,Bars/Clubs,1972,NA,2/16/2020 4:44pm,2/17/2020 1:06am,"601 Pennsylvania, District of Columbia",Google Verified Location
543,Mr. P's,(Cruisy),2147 P St. NW,-77.0482026,38.9097936,"2147 p st nw, washington, dc 20037, usa",Washington,District of Columbia,"(*) - Very popular,(D) - Dancing","Bars/Clubs,Restaurant,Cruising Areas",1980,NA,2/18/2020 1:55am,2/18/2020 2:11am,"2147 P St. NW, District of Columbia",Google Verified Location
432,Mr. P's,,2147 P St. NW,-77.0482026,38.9097936,"2147 p st nw, washington, dc 20037, usa",Washington,District of Columbia,"(PT) - Pool Table,(*) - Very popular","Bars/Clubs,Restaurant",1978,NA,2/18/2020 12:30am,2/18/2020 2:10am,"2147 P St. NW, District of Columbia",Google Verified Location
489,Mr. P's,(Cruisy),2147 P St. NW,-77.0482026,38.9097936,"2147 p st nw, washington, dc 20037, usa",Washington,District of Columbia,(*) - Very popular,"Bars/Clubs,Restaurant,Cruising Areas",1979,NA,2/18/2020 12:45am,2/18/2020 2:10am,"2147 P St. NW, District of Columbia",Google Verified Location
165,Naples,,1227 New York Ave NW,-77.0289606,38.900741,"1227 new york ave nw, washington, dc 20005, usa",Washington,District of Columbia,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,1973,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"1227 New York Ave NW, District of Columbia",Google Verified Location
42,Naples,,1227 New York Ave NW,-77.0289606,38.900741,"1227 new york ave nw, washington, dc 20005, usa",Washington,District of Columbia,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,1968,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"1227 New York Ave NW, District of Columbia",Google Verified Location
24,Naples,,1227 New York Ave NW,-77.0289606,38.900741,"1227 new york ave nw, washington, dc 20005, usa",Washington,District of Columbia,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,1966,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"1227 New York Ave NW, District of Columbia",Google Verified Location
62,Naples,,1227 New York Ave NW,-77.0289606,38.900741,"1227 new york ave nw, washington, dc 20005, usa",Washington,District of Columbia,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,1969,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"1227 New York Ave NW, District of Columbia",Google Verified Location
535,Naples,('Hustlers'),1227 New York Ave NW,-77.0289606,38.900741,"1227 new york ave nw, washington, dc 20005, usa",Washington,District of Columbia,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,1980,NA,2/18/2020 1:18am,2/18/2020 2:11am,"1227 New York Ave NW, District of Columbia",Google Verified Location
363,Naples,,1227 New York Ave NW,-77.0289606,38.900741,"1227 new york ave nw, washington, dc 20005, usa",Washington,District of Columbia,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,1977,NA,2/17/2020 1:09am,2/18/2020 2:09am,"1227 New York Ave NW, District of Columbia",Google Verified Location
9,Naples,,1227 New York Ave NW,-77.0289606,38.900741,"1227 new york ave nw, washington, dc 20005, usa",Washington,District of Columbia,(RT) - 'Raunchy types' - downtown type places - often hustlers,Bars/Clubs,1965,NA,2/16/2020 1:41pm,2/17/2020 1:06am,"1227 New York Ave NW, District of Columbia",Google Verified Location
305,Naples,,1227 New York Ave NW,-77.0289606,38.900741,"1227 new york ave nw, washington, dc 20005, usa",Washington,District of Columbia,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,1976,NA,2/17/2020 1:08am,2/17/2020 1:29am,"1227 New York Ave NW, District of Columbia",Google Verified Location
81,Naples,,1227 New York Ave NW,-77.0289606,38.900741,"1227 new york ave nw, washington, dc 20005, usa",Washington,District of Columbia,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,1970,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"1227 New York Ave NW, District of Columbia",Google Verified Location
480,Naples,('Hustlers'),1227 New York Ave NW,-77.0289606,38.900741,"1227 new york ave nw, washington, dc 20005, usa",Washington,District of Columbia,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,1979,NA,2/18/2020 12:35am,2/18/2020 2:10am,"1227 New York Ave NW, District of Columbia",Google Verified Location
204,Naples,,1227 New York Ave NW,-77.0289606,38.900741,"1227 new york ave nw, washington, dc 20005, usa",Washington,District of Columbia,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,1974,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"1227 New York Ave NW, District of Columbia",Google Verified Location
128,Naples,,1227 New York Ave NW,-77.0289606,38.900741,"1227 new york ave nw, washington, dc 20005, usa",Washington,District of Columbia,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,1972,NA,2/16/2020 4:44pm,2/17/2020 1:06am,"1227 New York Ave NW, District of Columbia",Google Verified Location
254,Naples,,1227 New York Ave NW,-77.0289606,38.900741,"1227 new york ave nw, washington, dc 20005, usa",Washington,District of Columbia,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,1975,NA,2/17/2020 12:53am,2/17/2020 1:06am,"1227 New York Ave NW, District of Columbia",Google Verified Location
103,Naples,,1227 New York Ave NW,-77.0289606,38.900741,"1227 new york ave nw, washington, dc 20005, usa",Washington,District of Columbia,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,1971,NA,2/16/2020 4:44pm,2/17/2020 1:06am,"1227 New York Ave NW, District of Columbia",Google Verified Location
423,Naples,,1227 New York Ave NW,-77.0289606,38.900741,"1227 new york ave nw, washington, dc 20005, usa",Washington,District of Columbia,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,1978,NA,2/17/2020 7:58pm,2/18/2020 2:10am,"1227 New York Ave NW, District of Columbia",Google Verified Location
331,National Theatre,(2nd floor T-Room),,-77.030517,38.896339,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1979,,2/24/2020 5:41pm,2/26/2020 4:47pm,", District of Columbia",Verified Location
347,National Theatre,(2nd floor T-Room),,-77.030517,38.896339,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1980,,2/24/2020 5:41pm,2/26/2020 4:47pm,", District of Columbia",Verified Location
227,New York Ave. bet. 10th & 13th Sts. N.W. in area of bus depots,,,-77.028083,38.900708,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1972,Pin at NY and 12th,2/24/2020 5:41pm,2/26/2020 4:48pm,", District of Columbia",Verified Location
256,New York Ave. betw. 10th & 13th Sts. N.W. in area of bus depots,,,-77.028083,38.900708,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1974,Pin at NY and 12th,2/24/2020 5:41pm,2/26/2020 4:48pm,", District of Columbia",Verified Location
