"","ID","title","description","streetaddress","lon","lat","geoAddress","city","state","amenityfeatures","type","Year","notes","dateadded","lastmodified","full.address","Status"
"2434",429,"H & M Club","(Open until 4 or 5 am) (Disco)","2300 Two Notch Road",-81.012917,34.0231009,"2300 two notch rd, columbia, sc 29204, usa","Columbia","SC","(P) - Private club - Inquire locally to admission,(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Bars/Clubs",1976,NA,"11/8/2019 10:24am","11/10/2019 1:38pm","2300 Two Notch Road, Columbia, SC","Google Verified Location"
"2435",566,"H & M Club","(Disco) (WE-only * until 4 a.m.)","2300 Two Notch Rd.",-81.012917,34.0231009,"2300 two notch rd, columbia, sc 29204, usa","Columbia","SC","(P) - Private club - Inquire locally to admission,(YC) - Young and/or collegiate types,(D) - Dancing","Bars/Clubs",1978,"","12/5/2019 4:48pm","12/16/2019 3:29pm","2300 Two Notch Rd., Columbia, SC","Google Verified Location"
"2436",100,"H& M","(He & Me) (Liquor bar open 9pm - 2am)","2300 Two Notch Rd.",-81.012917,34.0231009,"2300 two notch rd, columbia, sc 29204, usa","Columbia","SC","(P) - Private club - Inquire locally to admission,(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Bars/Clubs",1975,"","11/11/2019 8:19am","11/11/2019 8:27am","2300 Two Notch Rd., Columbia, SC","Google Verified Location"
"2437",784,"Club Daytona Baths","","709 1/2 Main Street",-81.0146541,29.2244887,"1 main st #709, daytona beach, fl 32118, usa","Daytona Beach","FL","(*) - Very popular","Baths",1975,"Are fractional addresses unclear?","12/17/2019 9:53am","12/17/2019 9:53am","709 1/2 Main Street, Daytona Beach, FL","Google Verified Location"
"2438",76,"Eldorado Motel","","805 No. Atlantic",-81.0146831,29.2394247,"805 n atlantic ave, daytona beach, fl 32118, usa","Daytona Beach","FL","""(H) - Hotel, motel, or other overnight accomodations""","Hotels",1978,"","12/3/2019 10:56am","12/16/2019 1:16pm","805 No. Atlantic, Daytona Beach, FL","Google Verified Location"
"2439",52,"Eldorado Motel","","805 N. Atlantic",-81.0146831,29.2394247,"805 n atlantic ave, daytona beach, fl 32118, usa","Daytona Beach","FL","""(H) - Hotel, motel, or other overnight accomodations""","Hotels",1977,NA,"11/5/2019 10:59am","11/10/2019 2:00pm","805 N. Atlantic, Daytona Beach, FL","Google Verified Location"
"2440",12,"Yum Yum Tree","(Hwy 1 in Holly Hill)","703 Ridgewood",-81.0160467,29.1993388,"703 s ridgewood ave, daytona beach, fl 32114, usa","Daytona Beach","FL","(*) - Very popular","Bars/Clubs",1965,NA,"8/14/2019 12:23am","9/7/2019 2:21pm","703 Ridgewood, Daytona Beach, FL","Google Verified Location"
"2441",23,"Yum Yum Tree","(Hwy 1 in Holly Hill)","703 Ridgewood",-81.0160467,29.1993388,"703 s ridgewood ave, daytona beach, fl 32114, usa","Daytona Beach","FL","(*) - Very popular","Bars/Clubs",1969,NA,"8/13/2019 8:31am","8/13/2019 8:46am","703 Ridgewood, Daytona Beach, FL","Google Verified Location"
"2442",233,"Yum Yum Tree","(Hwy 1 in Holly Hill)","703 Ridgewood",-81.0160467,29.1993388,"703 s ridgewood ave, daytona beach, fl 32114, usa","Daytona Beach","FL","(*) - Very popular","Bars/Clubs",1966,NA,"8/13/2019 8:08am","9/7/2019 11:22am","703 Ridgewood, Daytona Beach, FL","Google Verified Location"
"2443",18,"Yum Yum Tree","Hwy 1 in Holly Hill","703 Ridgewood",-81.0160467,29.1993388,"703 s ridgewood ave, daytona beach, fl 32114, usa","Daytona Beach","FL","(*) - Very popular","Bars/Clubs",1968,NA,"8/18/2019 10:23pm","9/7/2019 11:23am","703 Ridgewood, Daytona Beach, FL","Google Verified Location"
"2444",27,"Robbie's Yum Yum Tree","(Hwy. 1 in Holly Hill)","703 Ridgewood",-81.0160467,29.1993388,"703 s ridgewood ave, daytona beach, fl 32114, usa","Daytona Beach","FL","(S) - Shows - impersonators or record pantomime acts - often touristy,(D) - Dancing,(*) - Very popular","Bars/Clubs",1972,NA,"9/5/2019 9:51am","10/28/2019 9:27am","703 Ridgewood, Daytona Beach, FL","Google Verified Location"
"2445",33,"Yum Yum Tree","(Hwy 1 in Holly HIll)","703 Ridgewood",-81.0160467,29.1993388,"703 s ridgewood ave, daytona beach, fl 32114, usa","Daytona Beach","FL","(*) - Very popular","Bars/Clubs",1971,"","8/29/2019 1:15pm","8/30/2019 8:50am","703 Ridgewood, Daytona Beach, FL","Google Verified Location"
"2446",77,"Gay 90's Gift Shop","","228 So Seabreeze",-81.0172258,29.233687,"228 seabreeze blvd, daytona beach, fl 32118, usa","Daytona Beach","FL","","Book Store",1978,"","12/3/2019 10:56am","12/16/2019 2:07pm","228 So Seabreeze, Daytona Beach, FL","Google Verified Location"
"2447",80,"Nite Fall Motel","","640 So. Ridgewood",-81.0176427,29.2000399,"640 s ridgewood ave, daytona beach, fl 32114, usa","Daytona Beach","FL","(M) - Mixed - Some Straights,""(H) - Hotel, motel, or other overnight accomodations""","Hotels",1978,"","12/3/2019 11:03am","12/16/2019 1:16pm","640 So. Ridgewood, Daytona Beach, FL","Google Verified Location"
"2448",90,"Danish Book World","","120 Orange Ave",-81.0181985,29.2082484,"120 orange ave, daytona beach, fl 32114, usa","Daytona Beach","FL","(M) - Mixed Crowds - Some Straights","Book Store",1980,"","9/9/2019 2:38pm","9/13/2019 9:36am","120 Orange Ave, Daytona Beach, FL","Google Verified Location"
"2449",78,"Danish Book Store","(S. Daytona Beach)","120 Orange Ave.",-81.0181985,29.2082484,"120 orange ave, daytona beach, fl 32114, usa","Daytona Beach","FL","(M) - Mixed - Some Straights","Book Store",1979,"","10/10/2019 12:19pm","10/28/2019 9:49am","120 Orange Ave., Daytona Beach, FL","Google Verified Location"
"2450",325,"Castle Club","Inquire locally","",-81.022833,29.210815,"unclear_coded_by_hand","Daytona Beach","FL","(D) - Dancing,(P) - Private club - Inquire locally to admission","Bars/Clubs",1968,"","8/19/2019 12:23am","9/7/2019 1:23pm",", Daytona Beach, FL","Verified Location"
"2451",2738,"Branch ","(S-WE) (Cruisy) (Showers too)","",-81.022833,29.210815,"unclear_coded_by_hand","Daytona Beach","FL","","Bars/Clubs,Cruising Areas",1978,"","","",", Daytona Beach, FL","Location could not be verified. General city or location coordinates used."
"2452",3360,"U. of S.C. ","Russel House & McKissick Library T-Rooms
","",-81.026995,33.996645,"unclear_coded_by_hand","Columbia","SC","Cruisy Area","Cruising Areas",1980,"","","",", Columbia, SC","Verified Location"
"2453",2895,"U. of So. Carolina - Russel House & McKissick Library ","","",-81.026995,33.996645,"unclear_coded_by_hand","Columbia","SC","Cruisy Area","Cruising Areas",1978,"","","",", Columbia, SC","Verified Location"
"2454",2521,"Russel House - University of S.C. ","","",-81.026995,33.996645,"unclear_coded_by_hand","Columbia","SC","Cruisy Area","Cruising Areas",1975,"","","",", Columbia, SC","Verified Location"
"2455",2333,"University of S. Carolina - McKissick Library & Russel House ","","",-81.026995,33.996645,"unclear_coded_by_hand","Columbia","SC","Cruisy Area","Cruising Areas",1977,"","","",", Columbia, SC","Verified Location"
"2456",2107,"U. of South Carolina - McKissick Library and Russel House","","",-81.026995,33.996645,"unclear_coded_by_hand","Columbia","SC","Cruisy Area","Cruising Areas",1976,"","","",", Columbia, SC","Verified Location"
"2457",1551,"Russel House - Univ. of S.C.","","",-81.026995,33.996645,"unclear_coded_by_hand","Columbia","SC","Cruisy Areas","Cruising Areas",1973,"","","",", Columbia, SC","Verified Location"
"2458",119,"Russel House - Univ of SC","","",-81.026995,33.996645,"unclear_coded_by_hand","Columbia","SC","Cruisy Area","Cruising Areas",1974,"","9/7/2019 11:27am","9/7/2019 1:18pm",", Columbia, SC","Verified Location"
"2459",1227,"U. of S.C. - Russel House & McKissick Library T-Rooms","","",-81.026995,33.996645,"unclear_coded_by_hand","Columbia","SC","Cruisy Area","Cruising Areas",1979,"","","",", Columbia, SC","Verified Location"
"2460",1450,"Russel House at the University ","","",-81.026995,33.996645,"unclear_coded_by_hand","Columbia","SC","Cruisy Areas","Cruising Areas",1972,"","","",", Columbia, SC","Verified Location"
"2461",74,"Damien's Yum Yum","On the Boardwalk nr. the Bandstand (Days only)","703 No. Ridgewood",-81.0270219,29.2186025,"n ridgewood ave, daytona beach, fl 32114, usa","Daytona Beach","FL","(*) - Very popular,(YC) - Young and/or collegiate types,(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy","Bars/Clubs",1978,"","12/3/2019 10:56am","12/16/2019 3:19pm","703 No. Ridgewood, Daytona Beach, FL","Google Verified Location"
"2462",51,"Damien's Yum Yum Tree","(Holly Hill)","703 N. Ridgewood",-81.0292655,29.2237854,"703 n ridgewood ave, daytona beach, fl 32114, usa","Daytona Beach","FL","""(G) - Girls/Ms, but seldom exclusively"",(D) - Dancing,(S) - Shows . . . impersonators or record pantomime acts . . . often touristy,(*) - Very popular","Bars/Clubs",1976,NA,"10/25/2019 8:58am","11/8/2019 1:40pm","703 N. Ridgewood, Daytona Beach, FL","Google Verified Location"
"2463",50,"Robbie's Yum Yum Tree","(some (G)) ( Hwy. 1 in Holly Hill)","703 N. Ridgewood",-81.0292655,29.2237854,"703 n ridgewood ave, daytona beach, fl 32114, usa","Daytona Beach","FL","(S) - Shows - impersonators or record pantomime acts - often touristy,(D) - Dancing,""(G) - Girls, but seldom exclusively""","Bars/Clubs",1973,NA,"9/19/2019 11:25am","12/18/2019 12:26pm","703 N. Ridgewood, Daytona Beach, FL","Google Verified Location"
"2464",50,"Damien's Yum Yum Tree","(Holly Hill)","703 N. Ridgewood",-81.0292655,29.2237854,"703 n ridgewood ave, daytona beach, fl 32114, usa","Daytona Beach","FL","""(G) - Girls/Ms, but seldom exclusively"",(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular","Bars/Clubs",1977,NA,"11/5/2019 10:50am","11/10/2019 2:21pm","703 N. Ridgewood, Daytona Beach, FL","Google Verified Location"
"2465",41,"Yum Yum Tree","(Holly Hill)","703 N. Ridgewood",-81.0292655,29.2237854,"703 n ridgewood ave, daytona beach, fl 32114, usa","Daytona Beach","FL","""(G) - Girls, but seldom exclusively""","Bars/Clubs",1974,"","8/31/2019 12:07pm","9/3/2019 10:36am","703 N. Ridgewood, Daytona Beach, FL","Google Verified Location"
"2466",713,"Damien's Yum Yum Tree","(Holly Hill)","703 N. Ridgewood",-81.0292655,29.2237854,"703 n ridgewood ave, daytona beach, fl 32114, usa","Daytona Beach","FL","""(G) - Girls, but seldom exclusively""","Bars/Clubs",1975,"","12/17/2019 9:53am","12/17/2019 9:53am","703 N. Ridgewood, Daytona Beach, FL","Google Verified Location"
"2467",2751,"Adult Newsstand  ","At Damien's Yum Yum Tree (G-only*) ","711 No. Ridgewood",-81.02959,29.223824,"unclear_coded_by_hand","Daytona Beach","FL","","Book Store",1978,"","","","711 No. Ridgewood, Daytona Beach, FL","Verified Location"
"2468",47,"Adult Newstand","(Holly Hill)","711 N. Ridgewood",-81.0295902,29.2238236,"711 n ridgewood ave, daytona beach, fl 32114, usa","Daytona Beach","FL","","Book Store",1977,NA,"11/5/2019 10:47am","11/10/2019 1:47pm","711 N. Ridgewood, Daytona Beach, FL","Google Verified Location"
"2469",47,"Adult Newstand","(Holly Hill)","711 N. Ridgewood",-81.0295902,29.2238236,"711 n ridgewood ave, daytona beach, fl 32114, usa","Daytona Beach","FL","","Book Store",1976,NA,"10/25/2019 8:58am","11/8/2019 1:40pm","711 N. Ridgewood, Daytona Beach, FL","Google Verified Location"
"2470",2893," 'Primrose Path ' - Senate St. & grounds adj. to the Capitol ","","",-81.031569,34.000399,"unclear_coded_by_hand","Columbia","SC","Cruisy Area","Cruising Areas",1978,"","","",", Columbia, SC","Verified Location"
"2471",118,"'Primrose Path' - Senate St nr. the Capitol","","",-81.031569,34.000399,"unclear_coded_by_hand","Columbia","SC","Cruisy Area","Cruising Areas",1974,"","9/7/2019 11:27am","9/7/2019 1:18pm",", Columbia, SC","Verified Location"
"2472",2105,"'Primrose Path' - Senate St. & Grounds adjacent to the capitol","","",-81.031569,34.000399,"unclear_coded_by_hand","Columbia","SC","Cruisy Area","Cruising Areas",1976,"","","",", Columbia, SC","Verified Location"
"2473",1552," 'Primrose Path ' - Senate St. near Capitol","","",-81.031569,34.000399,"unclear_coded_by_hand","Columbia","SC","Cruisy Areas","Cruising Areas",1973,"","","",", Columbia, SC","Verified Location"
"2474",2520,"'Primrose Path' - Senate St. near the Capitol","","",-81.031569,34.000399,"unclear_coded_by_hand","Columbia","SC","Cruisy Area","Cruising Areas",1975,"","","",", Columbia, SC","Verified Location"
"2475",1225," 'Primrose Path ' - Senate St. & grounds adj. to the Capitol ","","",-81.031569,34.000399,"unclear_coded_by_hand","Columbia","SC","Cruisy Area","Cruising Areas",1979,"","","",", Columbia, SC","Verified Location"
"2476",1451,"Senate St. by the Capitol","","",-81.031569,34.000399,"unclear_coded_by_hand","Columbia","SC","Cruisy Areas","Cruising Areas",1972,"","","",", Columbia, SC","Verified Location"
"2477",2109,"Vicinity of Wade Hampton Hotel","","",-81.033563,34.001321,"unclear_coded_by_hand","Columbia","SC","Cruisy Area","Cruising Areas",1976,"","","",", Columbia, SC","Verified Location"
"2478",3361,"Vicinity of Wade Hampton Hotel","","",-81.033563,34.001321,"unclear_coded_by_hand","Columbia","SC","Cruisy Area","Cruising Areas,Hotels",1980,"","","",", Columbia, SC","Verified Location"
"2479",2892,"Vicinity of Wade Hampton Hotel ","","",-81.033563,34.001321,"unclear_coded_by_hand","Columbia","SC","Cruisy Area","Cruising Areas,Hotels",1978,"","","",", Columbia, SC","Verified Location"
"2480",1228,"Vicinity of Wade Hampton Hotel ","","",-81.033563,34.001321,"unclear_coded_by_hand","Columbia","SC","Cruisy Area","Cruising Areas,Hotels",1979,"See: http://columbiaclosings.com/wordpress/?p=882","","",", Columbia, SC","Verified Location"
"2481",2334,"Vicinity of Wade Hampton Hotel ","","",-81.033563,34.001321,"unclear_coded_by_hand","Columbia","SC","Cruisy Area","Cruising Areas,Hotels",1977,"","","",", Columbia, SC","Verified Location"
"2482",102,"O'Gray's Lounge","(Liquor)","1536 Sumter St.",-81.03389,34.0070003,"1536 sumter st, columbia, sc 29201, usa","Columbia","SC","(*) - Very popular","Bars/Clubs",1975,"","11/11/2019 8:19am","11/11/2019 8:27am","1536 Sumter St., Columbia, SC","Google Verified Location"
"2483",431,"O'Grays Lounge","","1636 Sumter St.",-81.034332,34.0072973,"1636 sumter st, columbia, sc 29201, usa","Columbia","SC","(P) - Private club - Inquire locally to admission,(YC) - Young and/or collegiate types,(*) - Very popular,(E) - Entertainment","Bars/Clubs",1976,NA,"11/8/2019 10:24am","11/10/2019 1:38pm","1636 Sumter St., Columbia, SC","Google Verified Location"
"2484",567,"O 'Gray's Lounge","(Semi P)","1636 Sumter St.",-81.034332,34.0072973,"1636 sumter st, columbia, sc 29201, usa","Columbia","SC","(E) - Entertainment,(*) - Very popular,(P) - Private club - Inquire locally to admission","Bars/Clubs",1978,"","12/5/2019 4:48pm","12/18/2019 1:13pm","1636 Sumter St., Columbia, SC","Google Verified Location"
"2485",475,"O 'Gray's Lounge","","1636 Sumter Street",-81.034332,34.0072973,"1636 sumter st, columbia, sc 29201, usa","Columbia","SC","(P) - Private club - Inquire locally to admission,(YC) - Young and/or collegiate types,(E) - Entertainment,(*) - Very popular","Bars/Clubs",1977,NA,"11/8/2019 6:54pm","11/10/2019 2:21pm","1636 Sumter Street, Columbia, SC","Google Verified Location"
"2486",568,"Our Place","","12322 Assembly St.",-81.0347018,33.9993979,"assembly st, columbia, sc 29201, usa","Columbia","SC","(M) - Mixed - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs",1978,"","12/5/2019 4:52pm","12/16/2019 3:29pm","12322 Assembly St., Columbia, SC","Google Verified Location"
"2487",212,"Frenchie's","(Gal Paree)","",-81.034814,34.00071,"unclear_coded_by_hand","Columbia","SC","(P) - Private club - Inquire locally to admission,(D) - Dancing","Bars/Clubs",1971,"","8/30/2019 4:07pm","9/7/2019 1:20pm",", Columbia, SC","Location could not be verified. General city or location coordinates used."
"2488",1406,"Frenchie's   'Gai Paree '","","Two Notch Rd. ",-81.034814,34.00071,"unclear_coded_by_hand","Columbia","SC","","Bars/Clubs",1972,"","","","Two Notch Rd. , Columbia, SC","Location could not be verified. General city or location coordinates used."
"2489",2894," 'Rest Stop ' on I-26 So. ","","",-81.034814,34.00071,"unclear_coded_by_hand","Columbia","SC","Cruisy Area","Cruising Areas",1978,"","","",", Columbia, SC","Location could not be verified. General city or location coordinates used."
"2490",1226," 'Rest Stop ' on I-26 S. ","","",-81.034814,34.00071,"unclear_coded_by_hand","Columbia","SC","Cruisy Area","Cruising Areas",1979,"","","",", Columbia, SC","Location could not be verified. General city or location coordinates used."
"2491",2104,"'Rest area' on I-26 S. of town","","",-81.034814,34.00071,"unclear_coded_by_hand","Columbia","SC","Cruisy Area","Cruising Areas",1976,"","","",", Columbia, SC","Location could not be verified. General city or location coordinates used."
"2492",3359,"'Rest Stop' ","on I-26 S.","",-81.034814,34.00071,"unclear_coded_by_hand","Columbia","SC","Cruisy Area","Cruising Areas",1980,"","","",", Columbia, SC","Location could not be verified. General city or location coordinates used."
"2493",2170,"Y.M.C.A.","","Sumter St.",-81.034814,34.00071,"unclear_coded_by_hand","Columbia","SC","(M) - Mixed or partially straight,""(H) - Hotel, motel, or other overnight accomodations""","Hotels",1976,"","","","Sumter St., Columbia, SC","Location could not be verified. General city or location coordinates used."
"2494",3362,"Y.M.C.A.","","",-81.034814,34.00071,"unclear_coded_by_hand","Columbia","SC","Cruisy Area,(M) - Mixed Crowds - Some Straights,""(H) - Hotel, motel, or other overnight accomodations""","Cruising Areas,Hotels",1980,"","","",", Columbia, SC","Location could not be verified. General city or location coordinates used."
"2495",2332," ""Rest Area "" on I-26  south of town ","","",-81.034814,34.00071,"unclear_coded_by_hand","Columbia","SC","Cruisy Area","Cruising Areas",1977,"","","",", Columbia, SC","Location could not be verified. General city or location coordinates used."
"2496",1079,"Y.M.C.A. ","","",-81.034814,34.00071,"unclear_coded_by_hand","Columbia","SC","Cruisy Area,(M) - Mixed - Some Straights,""(H) - Hotel, motel, or other overnight accomodations""","Hotels,Cruising Areas",1979,"","","",", Columbia, SC","Location could not be verified. General city or location coordinates used."
"2497",2977,"Y.M.C.A.","","",-81.034814,34.00071,"unclear_coded_by_hand","Columbia","SC","Cruisy Area,(M) - Mixed - Some Straights,""(H) - Hotel, motel, or other overnight accomodations""","Cruising Areas,Hotels",1978,"","","",", Columbia, SC","Location could not be verified. General city or location coordinates used."
"2498",2227,"Y.M.C.A. ","","Sumter Street ",-81.034814,34.00071,"unclear_coded_by_hand","Columbia","SC","(M) - Mixed - Some Straights,""(H) - Hotel, motel, or other overnight accomodations""","Hotels",1977,"","","","Sumter Street , Columbia, SC","Location could not be verified. General city or location coordinates used."
"2499",1997,"Vic's Lounge","(old location on Lady St. was closed . . . will be re-opening on Rosewood Dr.)","",-81.034814,34.00071,"unclear_coded_by_hand","Columbia","SC","","Bars/Clubs",1976,"","","",", Columbia, SC","Location could not be verified. General city or location coordinates used."
"2500",1712,"Frenchie's Lounge","","Tow Notch Rd.",-81.034814,34.00071,"unclear_coded_by_hand","Columbia","SC","(D) - Dancing,(P) - Private club - Inquire locally to admission","Bars/Clubs",1970,"","","","Tow Notch Rd., Columbia, SC","Location could not be verified. General city or location coordinates used."
"2501",692,"'Primrose Path'","Senate St & grounds adj. to the Capitol","",-81.0348144,34.0007104,"columbia, sc, usa","Columbia","SC","Cruisy Area,(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz","Cruising Areas",1980,"","11/24/2019 4:49pm","12/2/2019 7:44am",", Columbia, SC","Google Verified Location"
"2502",362,"Trinking Club","","1232 Assembly St.",-81.035244,34.001721,"1232 assembly st, columbia, sc 29201, usa","Greenville","SC","(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Bars/Clubs",1974,"","9/7/2019 9:27am","9/7/2019 9:36am","1232 Assembly St., Greenville, SC","Google Verified Location"
"2503",474,"Lost & Verified Location","","1232 Assembly St.",-81.035244,34.001721,"1232 assembly st, columbia, sc 29201, usa","Columbia","SC","(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs",1977,NA,"11/8/2019 6:54pm","11/10/2019 2:21pm","1232 Assembly St., Columbia, SC","Google Verified Location"
"2504",430,"Lost & Verified Location","","1232 Assembly St.",-81.035244,34.001721,"1232 assembly st, columbia, sc 29201, usa","Columbia","SC","""(RT) - 'Raunchy types' - Hustlers, drags and other downtown type places - often hustlers""","Bars/Clubs",1976,NA,"11/8/2019 10:24am","11/10/2019 1:38pm","1232 Assembly St., Columbia, SC","Google Verified Location"
"2505",573,"Our Place","( 'hustlers ')","1232 Assembly St.",-81.035244,34.001721,"1232 assembly st, columbia, sc 29201, usa","Columbia","SC","(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs",1979,"","10/25/2019 6:23pm","10/28/2019 10:06am","1232 Assembly St., Columbia, SC","Google Verified Location"
"2506",103,"Trinking Club","","1232 Assembly St.",-81.035244,34.001721,"1232 assembly st, columbia, sc 29201, usa","Columbia","SC","","Bars/Clubs",1975,"","11/11/2019 8:19am","11/11/2019 8:27am","1232 Assembly St., Columbia, SC","Google Verified Location"
"2507",689,"Our Place","('Hustlers')","1232 Assembly St.",-81.035244,34.001721,"1232 assembly st, columbia, sc 29201, usa","Columbia","SC","(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular","Bars/Clubs",1980,"","11/24/2019 4:49pm","12/2/2019 7:46am","1232 Assembly St., Columbia, SC","Google Verified Location"
"2508",139,"The Lounge","","1103 Lady St",-81.0355423,34.0023869,"1103 lady st, columbia, sc 29201, usa","Columbia","SC","","Bars/Clubs",1968,NA,"8/22/2019 2:07am","9/7/2019 11:23am","1103 Lady St, Columbia, SC","Google Verified Location"
"2509",357,"The Lounge","","1103 Lady St.",-81.0355423,34.0023869,"1103 lady st, columbia, sc 29201, usa","Columbia","SC","","Bars/Clubs",1974,"","9/7/2019 9:27am","9/7/2019 9:36am","1103 Lady St., Columbia, SC","Google Verified Location"
"2510",163,"The Lounge","","1103 Lady St",-81.0355423,34.0023869,"1103 lady st, columbia, sc 29201, usa","Columbia","SC","","Bars/Clubs",1969,NA,"8/13/2019 12:05pm","8/13/2019 2:50pm","1103 Lady St, Columbia, SC","Google Verified Location"
"2511",333,"The Lounge","","1103 Lady St.",-81.0355423,34.0023869,"1103 lady st, columbia, sc 29201, usa","Columbia","SC","","Bars/Clubs",1973,NA,"10/1/2019 3:47pm","10/28/2019 9:41am","1103 Lady St., Columbia, SC","Google Verified Location"
"2512",198,"The Lounge","","1103 Lady St.",-81.0355423,34.0023869,"1103 lady st, columbia, sc 29201, usa","Columbia","SC","","Bars/Clubs",1966,NA,"8/13/2019 7:37am","9/7/2019 11:22am","1103 Lady St., Columbia, SC","Google Verified Location"
"2513",181,"The Lounge","","1103 Lady St.",-81.0355423,34.0023869,"1103 lady st, columbia, sc 29201, usa","Columbia","SC","(YC) - Young and/or collegiate types,(*) - Very popular","Bars/Clubs",1970,NA,"9/7/2019 2:02pm","9/7/2019 11:59pm","1103 Lady St., Columbia, SC","Google Verified Location"
"2514",101,"Lounge","","1103 Lady St",-81.0355423,34.0023869,"1103 lady st, columbia, sc 29201, usa","Columbia","SC","","Bars/Clubs",1975,"","11/11/2019 8:19am","11/11/2019 8:27am","1103 Lady St, Columbia, SC","Google Verified Location"
"2515",99,"The Lounge","","1103 Lady",-81.0355423,34.0023869,"1103 lady st, columbia, sc 29201, usa","Columbia","SC","","Bars/Clubs",1965,NA,"8/14/2019 1:41am","9/7/2019 2:21pm","1103 Lady, Columbia, SC","Google Verified Location"
"2516",201,"The Lounge","","1103 Lady St.",-81.0355423,34.0023869,"1103 lady st, columbia, sc 29201, usa","Columbia","SC","(YC) - Young and/or collegiate types,(*) - Very popular","Bars/Clubs",1971,"","8/30/2019 2:07pm","8/31/2019 10:51am","1103 Lady St., Columbia, SC","Google Verified Location"
"2517",247,"The Lounge","","1103 Lady St.",-81.0355423,34.0023869,"1103 lady st, columbia, sc 29201, usa","Columbia","SC","","Bars/Clubs",1972,NA,"9/13/2019 7:34am","10/28/2019 9:27am","1103 Lady St., Columbia, SC","Google Verified Location"
"2518",28,"Yum Yum Tree","","703 Ridgewood Hwy 1 in Holly Hill",-81.0369759,29.2382418,"703 ridgewood ave, holly hill, fl 32117, usa","Daytona Beach","FL","(*) - Very popular","Bars/Clubs",1970,NA,"9/4/2019 1:28pm","9/4/2019 4:04pm","703 Ridgewood Hwy 1 in Holly Hill, Daytona Beach, FL","Google Verified Location"
"2519",47,"Holly Hill Motel","(Holly Hill)","721 Ridgewood Ave. N.",-81.0374464,29.2386519,"721 ridgewood ave, holly hill, fl 32117, usa","Daytona Beach","FL","""(H) - Hotel, motel, or other overnight accomodations""","Hotels",1973,NA,"9/19/2019 11:25am","10/5/2019 12:23pm","721 Ridgewood Ave. N., Daytona Beach, FL","Google Verified Location"
"2520",570,"End Zone","(Disco) (Some YC, G, B)","2706 N. Main",-81.042187,34.022549,"2706 n main st, columbia, sc 29201, usa","Columbia","SC","(*) - Very popular,(D) - Dancing,(YC) - Young and/or collegiate types,""(G) - Girls/Ms, but seldom exclusively"",(B) - Blacks frequent","Bars/Clubs",1979,"","10/25/2019 6:23pm","12/18/2019 3:21pm","2706 N. Main, Columbia, SC","Google Verified Location"
"2521",690,"Paul's End Zone","(Some YC, L) (Disco)","2706 N. Main",-81.042187,34.022549,"2706 n main st, columbia, sc 29201, usa","Columbia","SC","(*) - Very popular,(YC) - Young and/or collegiate types,""(L) - Ladies/Ms, but seldom exclusively unless noted"",(D) - Dancing","Bars/Clubs",1980,"","11/24/2019 4:49pm","12/2/2019 7:46am","2706 N. Main, Columbia, SC","Google Verified Location"
"2522",89,"Cobb's Corner","","1650 Ridegwood",-81.0472628,29.2563101,"1650 ridgewood ave, holly hill, fl 32117, usa","Daytona Beach","FL","(M) - Mixed Crowds - Some Straights","Restaurant",1980,"","9/9/2019 2:38pm","9/13/2019 9:36am","1650 Ridegwood, Daytona Beach, FL","Google Verified Location"
"2523",64,"Pirate's Cove","","82 E Broad",-81.084326,32.0770104,"82 e broad st, savannah, ga 31401, usa","Savannah","GA","(M) - Mixed Crowds","Bars/Clubs",1965,NA,"8/14/2019 12:23am","9/7/2019 2:21pm","82 E Broad, Savannah, GA","Google Verified Location"
"2524",163,"Pirates's Cove","(bar only)","82 E. Broad",-81.084326,32.0770104,"82 e broad st, savannah, ga 31401, usa","Savannah","GA","(M) - Mixed Crowds","Bars/Clubs",1966,NA,"8/12/2019 8:40am","9/7/2019 11:22am","82 E. Broad, Savannah, GA","Google Verified Location"
"2525",224,"Harborside","","401 E. River",-81.0864434,32.0804374,"401 e river st, savannah, ga 31401, usa","Savannah","GA","(M) - Mixed Crowds,(PE) - Pretty elegant - jacket & tie may be required","Bars/Clubs",1974,"","9/4/2019 9:50am","9/9/2019 7:37am","401 E. River, Savannah, GA","Google Verified Location"
"2526",270,"Harborside","","401 E. River",-81.0864434,32.0804374,"401 e river st, savannah, ga 31401, usa","Savannah","GA","(M) - Mixed or partially straight,(PE) - Pretty elegant - often or tie","Bars/Clubs",1976,NA,"11/7/2019 2:14pm","11/7/2019 2:34pm","401 E. River, Savannah, GA","Google Verified Location"
