ID,title,description,streetaddress,city,state,Postal Code,isreferencedby,amenityfeatures,type,unclearaddress,notes,dateadded,lastmodified
321,Ken’s Room’s,,407 25th St.,Galveston,TX,,,"""(H) - Hotel, motel, or other overnight accomodations""","Bars/Clubs,Hotels",,,9/13/2019 1:20pm,12/7/2019 2:07pm
330,Entree,,1322 Westheimer,Houston,TX,,,"(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy",Bars/Clubs,,,9/13/2019 1:21pm,10/28/2019 9:27am
337,Kim Gate Club,,3807 Farnham,Houston,TX,,,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(S) - Shows - impersonators or record pantomime acts - often touristy,""(G) - Girls, but seldom exclusively"",(P) - Private club - Inquire locally to admission",Restaurant,,,9/13/2019 1:39pm,10/28/2019 9:15am
335,Hi Kamp Klub,,3400 Travis,Houston,TX,,,,Bars/Clubs,,,9/13/2019 1:39pm,10/28/2019 9:27am
339,La Caja,(was closed – supposedly re-opening),1104 Tuam,Houston,TX,,,,Bars/Clubs,,,9/13/2019 1:39pm,10/28/2019 9:27am
334,Gold Room,,2802 Austin,Houston,TX,,,"(B) - Blacks frequent,(*) - Very popular",Bars/Clubs,,,9/13/2019 1:39pm,10/28/2019 9:27am
333,Galleon,,2720 Richmond Ave.,Houston,TX,,,"(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,9/13/2019 1:39pm,10/28/2019 9:27am
338,La Boheme,(closes 12 midnight),1504 Westheimer,Houston,TX,,,,Bars/Clubs,,,9/13/2019 1:39pm,10/28/2019 9:27am
331,Exile,,1011 Bell St.,Houston,TX,,,"(W) - Western or coyboy types,(RT) - 'Raunchy types' - downtown type places - often hustlers,(B) - Blacks frequent,(*) - Very popular",Bars/Clubs,,,9/13/2019 1:39pm,10/28/2019 9:27am
340,La Carafe ,(Old Market Sq.),813 Congress,Houston,TX,,,"(M) - Mixed Crowds,(PE) - Pretty elegant - jacket & tie may be required",Bars/Clubs,,,9/13/2019 1:45pm,10/28/2019 9:27am
341,Les Quatre Saisons,(Old Market Sq.),316 Milam,Houston,TX,,,"(M) - Mixed Crowds,(PE) - Pretty elegant - jacket & tie may be required",Bars/Clubs,,,9/13/2019 1:47pm,10/28/2019 9:27am
347,Red Room,,612 Hadley,Houston,TX,,,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,9/13/2019 1:48pm,10/28/2019 9:27am
345,Plantation Club,,1100 Westheimer,Houston,TX,,,"(P) - Private club - Inquire locally to admission,(D) - Dancing",Bars/Clubs,,,9/13/2019 1:48pm,10/28/2019 9:27am
342,Numbers,,1003 Numbers,Houston,TX,,,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. """,Restaurant,,,9/13/2019 1:48pm,10/28/2019 9:15am
344,Pink Elephant,,1218 Leland,Houston,TX,,,(RT) - 'Raunchy types' - downtown type places - often hustlers,Bars/Clubs,,,9/13/2019 1:48pm,10/28/2019 9:27am
348,"
  Roaring Sixties
  ",,2305 S. Shepherd,Houston,TX,,,"""(G) - Girls, but seldom exclusively"",(D) - Dancing,(P) - Private club - Inquire locally to admission,(*) - Very popular",Bars/Clubs,,,9/13/2019 1:51pm,10/28/2019 9:27am
351,"
  Scene I
  ",,1904 S. Shepherd,Houston,TX,,,"(HIP) - Heads frequent,(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular",Bars/Clubs,,,9/13/2019 1:51pm,10/28/2019 9:27am
356,"
  Tradewinds
  ",,706 Elgin,Houston,TX,,,(M) - Mixed Crowds,Bars/Clubs,,,9/13/2019 1:51pm,10/28/2019 9:27am
352,"
  Simpson’s Diner
  ",(after hours),1413 Main St.,Houston,TX,,,"""(C) - Coffee, soft drinks and sometimes snacks"",""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. """,Restaurant,,,9/13/2019 1:51pm,10/28/2019 9:15am
357,"
  Woodrow Hotel
  ",,1412 Fannin,Houston,TX,,,"""(H) - Hotel, motel, or other overnight accomodations"",(M) - Mixed Crowds",Hotels,,,9/13/2019 1:51pm,10/28/2019 9:17am
350,"
  Round Table
  ",,507 Westheimer,Houston,TX,,,,Bars/Clubs,,,9/13/2019 1:51pm,10/28/2019 9:27am
349,"
  Romulus 
  ",(see Club Romulus),,Houston,TX,,,(*) - Very popular,Bars/Clubs,,,9/13/2019 1:51pm,10/28/2019 9:27am
353,"
  Surf
  ",(best Sun. afternoons),2909 Main St.,Houston,TX,,,(*) - Very popular,Bars/Clubs,,,9/13/2019 1:51pm,10/28/2019 9:27am
354,"
  Tattooed Lady
  ",,805 Pacific,Houston,TX,,,(P) - Private club - Inquire locally to admission,Bars/Clubs,,,9/13/2019 1:51pm,10/28/2019 9:27am
355,"
  Tommy’s Lounge 
  ",,1022 Westheimer,Houston,TX,,,,Bars/Clubs,,,9/13/2019 1:51pm,10/28/2019 9:27am
362,Friendly Lounge,"(Inquire locally about Lion’s Den & Ladie’s Lounge in Renosa, Mexico)",106 E. Hwy.,McAllen,TX,,,,Bars/Clubs,,,9/13/2019 4:23pm,10/28/2019 9:27am
361,Duffy’s,,5 So. 16th St.,McAllen,TX,,,"(M) - Mixed Crowds,(*) - Very popular",Bars/Clubs,,,9/13/2019 4:23pm,10/28/2019 9:27am
363,Fisherman’s Wharf Lounge,,2425 W. Murphy,Odessa,TX,,,(*) - Very popular,Bars/Clubs,,,9/13/2019 4:23pm,10/28/2019 9:27am
369,El Jardin,,106 Navarro,San Antonio,TX,,,,Bars/Clubs,,,9/13/2019 4:26pm,10/28/2019 9:27am
368,Cork Room,,411 N. St. Mary’s,San Antonio,TX,,,,Bars/Clubs,,,9/13/2019 4:26pm,10/28/2019 9:27am
364,Arena Club,,3123 Broadway,San Antonio,TX,,,"(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,9/13/2019 4:26pm,10/28/2019 9:27am
366,Buddha Lounge ,,2315 San Pedro,San Antonio,TX,,,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,9/13/2019 4:26pm,10/28/2019 9:27am
365,Beacon Club,"(off San Pedro, N. of I-410 loop)",115 W. Rhapsody,San Antonio,TX,,,"""(G) - Girls, but seldom exclusively"",(P) - Private club - Inquire locally to admission,(D) - Dancing",Bars/Clubs,,,9/13/2019 4:26pm,10/28/2019 9:27am
370,Mary Ellan’s,(some (G)),815 Fredericksburg Rd.,San Antonio,TX,,,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,9/13/2019 4:26pm,12/18/2019 12:24pm
367,Christopher,(occasional shows),722 S. St. Mary’s ,San Antonio,TX,,,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,9/13/2019 4:26pm,10/28/2019 9:27am
372,Reux,(bet. Blanco & San Pedro),1214 Basse Rd.,San Antonio,TX,,,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,9/13/2019 4:30pm,10/28/2019 9:27am
375,Tommy’s ,,115 E. Travis,San Antonio,TX,,,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,9/13/2019 4:30pm,10/28/2019 9:27am
379,Hawn Hotel Lounge,,114 E. Central,Temple,TX,,,,"Hotels,Bars/Clubs",,,9/13/2019 4:33pm,10/28/2019 9:17am
383,Pub Lounge,,804 Lamar,Wichita Falls,TX,,,"(YC) - Young and/or collegiate types,(M) - Mixed Crowds",Bars/Clubs,,,9/13/2019 4:34pm,10/28/2019 9:27am
381,Nuggett Lounge,Raleigh Hotel (enter on 8th),805 Austin,Waco,TX,,,(*) - Very popular,"Hotels,Bars/Clubs",,,9/13/2019 4:34pm,10/28/2019 9:18am
382,Office ,,800 Travis,Wichita Falls,TX,,,(M) - Mixed Crowds,Bars/Clubs,,,9/13/2019 4:34pm,10/28/2019 9:27am
392,Ritz Bar,,135 Brooke,Norfolk,VA,,,"(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,9/13/2019 4:38pm,10/28/2019 9:27am
389,Lancer’s,,7726 Hampton,Norfolk,VA,,,"(M) - Mixed Crowds,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,,,9/13/2019 4:38pm,10/28/2019 9:27am
387,Continental ,,111 W. Tazewell,Norfolk,VA,,,(*) - Very popular,Bars/Clubs,,,9/13/2019 4:38pm,10/28/2019 9:27am
391,Regency Health Club Baths,,3930 E. Ocean View Ave.,Norfolk,VA,,,,Baths,,,9/13/2019 4:38pm,10/28/2019 9:20am
390,Mickey’s ,,135 Brooke Ave.,Norfolk,VA,,,(M) - Mixed Crowds,Bars/Clubs,,,9/13/2019 4:38pm,10/28/2019 9:27am
397,Tradewinds,,717 Franklin Rd. S.W.,Roanoke,VA,,,"(M) - Mixed Crowds,""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,9/13/2019 4:51pm,10/28/2019 9:27am
395,Dial Tone,,3526  W. Cary St. ,Richmond,VA,,,"(S) - Shows - impersonators or record pantomime acts - often touristy,(D) - Dancing,(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,9/13/2019 4:51pm,10/28/2019 9:27am
396,Travelers Grill,,317 5th St.,Roanoke,VA,,,,Restaurant,,,9/13/2019 4:51pm,10/28/2019 9:16am
25,Mouse Trap ,,3600 N. Atlantic Ave.,Cocoa Beach,FL,,,,Bars/Clubs,,,9/5/2019 9:51am,10/28/2019 9:27am
26,Hollywood Bar,,415 Main St. ,Daytona Beach,FL,,,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,9/5/2019 9:51am,10/28/2019 9:27am
27,Robbie's Yum Yum Tree,(Hwy. 1 in Holly Hill),703 Ridgewood,Daytona Beach,FL,,,"(S) - Shows - impersonators or record pantomime acts - often touristy,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,9/5/2019 9:51am,10/28/2019 9:27am
28,Sea Mist Motel ,Daytona Beach Shores,2657 S. Atlantic,Daytona Beach,FL,,,"""(H) - Hotel, motel, or other overnight accomodations""","Bars/Clubs,Hotels",,,9/5/2019 9:51am,12/7/2019 2:08pm
29,Elbo Room ,(Ft. Lauderdale Beach),241 S. Atlantic,Ft. Lauderdale,FL,,,"(YC) - Young and/or collegiate types,(M) - Mixed Crowds",Bars/Clubs,,,9/5/2019 9:51am,10/28/2019 9:27am
30,Everglades,,1931 S.E. 6th Ave. ,Ft. Lauderdale,FL,,,,Bars/Clubs,,,9/5/2019 9:51am,10/28/2019 9:27am
32,Gulfstream Hotel ,,214 S.W. 1st Ave.,Ft. Lauderdale,FL,,,"(M) - Mixed Crowds,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,9/9/2019 6:40am,10/28/2019 9:16am
33,The Gym Steam Baths,,910 S.W. 1st Ave. ,Ft. Lauderdale,FL,,,,Baths,,,9/9/2019 6:44am,10/28/2019 9:20am
34,Red Barn ,,3491 W. Sunrise,Ft. Lauderdale,FL,,,(D) - Dancing,Bars/Clubs,,,9/9/2019 6:44am,10/28/2019 9:27am
35,The Saloon,,219 S.W. 1st Ave. ,Ft. Lauderdale,FL,,,(*) - Very popular,Bars/Clubs,,,9/9/2019 6:44am,10/28/2019 9:27am
36,Venture Inn ,,1791 W. Broward Blvd.,Ft. Lauderdale,FL,,,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,9/9/2019 6:44am,10/28/2019 9:27am
37,Zanzibar,,214 S.W. 1st Ave. ,Ft. Lauderdale,FL,,,,Bars/Clubs,,,9/9/2019 6:44am,10/28/2019 9:27am
42,Calypso Lounge ,,150 San Carlos ,Ft. Myers,FL,,,(M) - Mixed Crowds,Bars/Clubs,,,9/9/2019 6:44am,10/28/2019 9:27am
43,Melody Club ,,4140 N.W. 6th,Gainsville,FL,,,(M) - Mixed Crowds,Bars/Clubs,,,9/9/2019 6:44am,10/28/2019 9:27am
44,Palace Club,,4251 S. Main St. ,Gainsville,FL,,,"(P) - Private club - Inquire locally to admission,(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular",Bars/Clubs,,,9/9/2019 6:44am,10/28/2019 9:27am
45,Keith's Cruise Room ,(Old DIxie Hwy.),813 S.E. 1st Ave.,Hallandale,FL,,,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,9/9/2019 6:44am,10/28/2019 9:27am
46,Our Place,,800 N. Federal Hwy. ,Hallandale,FL,,,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,9/9/2019 6:44am,10/28/2019 9:27am
47,Top's Annex,,2027 Pembroke Rd.,Hollywood,FL,,,"""(G) - Girls, but seldom exclusively"",(D) - Dancing,(HIP) - Heads frequent,(*) - Very popular",Bars/Clubs,,,9/9/2019 6:44am,10/28/2019 9:27am
48,Bo's Reef ,,8606 Phillip's Hwy.,Jacksonville,FL,,,"(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular",Bars/Clubs,,,9/9/2019 7:39am,10/28/2019 9:27am
49,Circus Bar,Hotel Floridian,433 W. Forsythe,Jacksonville,FL,,,,"Hotels,Bars/Clubs",,,9/9/2019 7:39am,10/28/2019 9:18am
51,Knight Out,,9876 Atlantic Blvd.,Jacksonville,FL,,,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,9/9/2019 7:39am,10/28/2019 9:27am
52,Wh-oo Club,,1436 Lakeshore Blvd. ,Jacksonville,FL,,,"(BYOB) - Bring your own bottle,(P) - Private club - Inquire locally to admission",Bars/Clubs,,,9/9/2019 7:39am,10/28/2019 9:27am
53,Commodore,,102 E. Bay St. ,Jacksonville Beach,FL,,,"(YC) - Young and/or collegiate types,(D) - Dancing",Bars/Clubs,,,9/9/2019 7:39am,10/28/2019 9:27am
54,Crow Bar ,,504 N. 1st St.,Jacksonville Beach,FL,,,(D) - Dancing,Bars/Clubs,,,9/9/2019 7:39am,10/28/2019 9:27am
55,Eye Club,(upstairs - above Tides),412 Boardwalk,Jacksonville Beach,FL,,,"(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular",Bars/Clubs,,,9/9/2019 7:39am,10/28/2019 9:27am
56,Brown Derby ,,601 Whitehead,Key West,FL,,,"(M) - Mixed Crowds,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,,,9/9/2019 7:39am,10/28/2019 9:27am
57,Captain Tony's ,,428 Green St.,Key West,FL,,,"(M) - Mixed Crowds,(*) - Very popular",Bars/Clubs,,,9/9/2019 7:39am,10/28/2019 9:27am
58,John Brown's Bar,,224 Duval,Key West,FL,,,,Bars/Clubs,,,9/9/2019 7:39am,10/28/2019 9:27am
60,Music Box,,628 Lake Ave. ,Lake Worth,FL,,,(*) - Very popular,Bars/Clubs,,,9/9/2019 7:39am,10/28/2019 9:27am
61,Cactus Lounge ,,2041 N.E. Biscayne,Miami,FL,,,(*) - Very popular,Bars/Clubs,,,9/10/2019 7:58am,10/28/2019 9:27am
62,Candlelight,(Coconut Grove),3131 Commodore Plaza,Miami,FL,,,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(M) - Mixed Crowds,(PE) - Pretty elegant - jacket & tie may be required",Restaurant,,,9/10/2019 8:06am,10/28/2019 9:15am
63,Carnival ,,137 N.E. 3rd Ave.,Miami,FL,,,(RT) - 'Raunchy types' - downtown type places - often hustlers,Bars/Clubs,,,9/10/2019 8:06am,10/28/2019 9:27am
64,Country Store,(Coconut Grove),2880 Florida Ave. ,Miami,FL,,,"(M) - Mixed Crowds,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(PE) - Pretty elegant - jacket & tie may be required",Restaurant,,,9/10/2019 8:06am,10/28/2019 9:15am
65,El Carol,(Coral Gables) (S.W. 42nd Ave.,930 Le Jeune Rd. ,Miami,FL,,,,Bars/Clubs,,,9/10/2019 8:06am,10/28/2019 9:27am
67,Fox Hole,,2000 N.E. ,Miami,FL,,,,Bars/Clubs,,,9/10/2019 8:06am,10/28/2019 9:27am
69,Hamlet,(Coconut Grove),3416 Main Hwy. ,Miami,FL,,,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(*) - Very popular",Restaurant,,,9/10/2019 8:07am,10/28/2019 9:15am
70,Le Bistro,,312 S.E. 2nd Ave. ,Miami,FL,,,(M) - Mixed Crowds,Bars/Clubs,,,9/10/2019 8:07am,10/28/2019 9:27am
71,Le Moon Villas,(Coconut Grove) ,2661 Bayshore Dr.,Miami,FL,,,"""(H) - Hotel, motel, or other overnight accomodations"",(*) - Very popular","Bars/Clubs,Hotels",,,9/10/2019 8:07am,12/7/2019 2:08pm
72,Leprechuan,(S.W. 40th St.),7305 Bird Dr. ,Miami,FL,,,,Bars/Clubs,,,9/10/2019 8:07am,10/28/2019 9:27am
73,Mermaid,(back room of Vic's (M) Open 'til 5 am - use side door),101 N.E. 2nd Ave.,Miami,FL,,,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,,,9/10/2019 8:07am,10/28/2019 9:27am
74,Metropolitan Community Church,"(services, Sun. 11 AM) (Cocunut Grove)",3356 Virginia,Miami,FL,,,,Church,,,9/10/2019 8:07am,10/28/2019 9:22am
76,Nook Beer Bar,(closes 12 pm) (Coral Gables),255 Minorca,Miami,FL,,,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,9/10/2019 8:07am,10/28/2019 9:27am
77,Other Mother's ,(Enter from lot on South side of Mother's - which is straight) (Le Jeune Rd.),820 S.W. 42nd Ave. ,Miami,FL,,,"(P) - Private club - Inquire locally to admission,(D) - Dancing",Bars/Clubs,,,9/10/2019 8:50am,10/28/2019 9:27am
78,Red Rooster ,,2404 N.E. 2nd Ave. ,Miami,FL,,,,Bars/Clubs,,,9/10/2019 8:50am,10/28/2019 9:27am
79,Regency of Miami Steam Baths,,5 S.W. 2nd Ave. ,Miami,FL,,,(*) - Very popular,Baths,,,9/10/2019 8:50am,10/28/2019 9:20am
80,Sir John,,276 N. W. 6th ,Miami,FL,,,"(B) - Blacks frequent,(M) - Mixed Crowds,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,,,9/10/2019 8:50am,10/28/2019 9:27am
81,Step Mother’s ,(Upstairs – above Other Mother’s),820 S.W. 2nd Ave. ,Miami,FL,,,"(YC) - Young and/or collegiate types,(D) - Dancing,(HIP) - Heads frequent,(*) - Very popular",Bars/Clubs,,,9/10/2019 8:57am,10/28/2019 9:27am
82,Studio,,2340 S.W. 32nd Ave.,Miami,FL,,,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(*) - Very popular",Restaurant,,,9/10/2019 8:57am,10/28/2019 9:15am
83,Warehouse VIII,(Upstairs – Rooftop and inside bar – use side entrance or thru downstairs bar which is (M)),3600 S.W. 8th St. ,Miami,FL,,,"(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,9/10/2019 8:57am,10/28/2019 9:27am
86,Alley,(Behind South Wind –  enter thru rear parking),1685 Alton Rd.,Miami Beach,FL,,,"(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular",Bars/Clubs,,,9/10/2019 8:57am,10/28/2019 9:27am
87,Ambassadors III,,427 22nd St. ,Miami Beach,FL,,,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,9/10/2019 8:57am,10/28/2019 9:27am
88,Basin St. ,,1610 Alton Rd. ,Miami Beach,FL,,,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,9/10/2019 8:57am,10/28/2019 9:27am
89,Nite Owl,(Same bldg. as Pin Up),2228 Park Ave. ,Miami Beach,FL,,,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,9/10/2019 8:57am,10/28/2019 9:27am
90,Picadilly Hotel Steam Baths,,220 23rd St. ,Miami Beach,FL,,,,"Hotels,Baths",,,9/10/2019 8:57am,10/28/2019 9:16am
91,Pin Up,,2228 Park Ave.,Miami Beach,FL,,,"(M) - Mixed Crowds,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,,,9/11/2019 7:37am,10/28/2019 9:27am
92,Mayflower Lounge ,(Go thru front bar to back room - admission charge) ,1716 Alton Rd.,Miami Beach,FL,,,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,9/11/2019 7:43am,10/28/2019 9:27am
95,Cactus Room ,,60 N. Orange Ave.,Orlando,FL,,,(*) - Very popular,Bars/Clubs,,,9/11/2019 7:43am,10/28/2019 9:27am
98,Fiesta Room,,110 Harrison Ave.,Panama City,FL,,,,Bars/Clubs,,,9/11/2019 7:43am,10/28/2019 9:27am
96,Palace Club,,4910 Edgewater Dr. ,Orlando,FL,,,"(YC) - Young and/or collegiate types,(D) - Dancing,(P) - Private club - Inquire locally to admission,(BYOB) - Bring your own bottle,(*) - Very popular",Bars/Clubs,,,9/11/2019 7:43am,10/28/2019 9:27am
99,San Carlos Hotel Bar,,1 N. Palafox,Pensacola,FL,,,"(M) - Mixed Crowds,(*) - Very popular","Hotels,Bars/Clubs",,,9/11/2019 7:43am,10/28/2019 9:16am
100,Ted’s Place,,6120 Lillian Hwy.,Pensacola,FL,,,"(M) - Mixed Crowds,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,,,9/11/2019 7:43am,10/28/2019 9:27am
102,Anchor Bar,,172 Central Ave.,St. Petersburg,FL,,,,Bars/Clubs,,,9/11/2019 7:43am,10/28/2019 9:27am
101,Trader Jon’s ,,511 S. Palafox,Pensacola,FL,,,,Bars/Clubs,,,9/11/2019 7:43am,10/28/2019 9:27am
106,Sherwood,,7 N. 1st St.,St. Petersburg,FL,,,(*) - Very popular,Bars/Clubs,,,9/11/2019 7:43am,10/28/2019 9:27am
105,Patio Inn,,6101 4th St. N. ,St. Petersburg,FL,,,"(S) - Shows - impersonators or record pantomime acts - often touristy,""(G) - Girls, but seldom exclusively"",(RT) - 'Raunchy types' - downtown type places - often hustlers","Hotels,Bars/Clubs",,,9/11/2019 7:43am,10/28/2019 9:22am
104,Jack’s 809 Club,(St. Petersburg Beach),809 Gulf Blvd. ,St. Petersburg,FL,,,"(YC) - Young and/or collegiate types,(D) - Dancing,(P) - Private club - Inquire locally to admission",Bars/Clubs,,,9/11/2019 7:43am,10/28/2019 9:27am
103,Edgewater Beach Hotel,,631 North Shore Dr. ,St. Petersburg,FL,,,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,9/11/2019 7:43am,10/28/2019 9:17am
108,Body Shop,,14 S. Lime Ave.,Sarasota,FL,,,"(D) - Dancing,(P) - Private club - Inquire locally to admission,(*) - Very popular",Bars/Clubs,,,9/11/2019 7:43am,10/28/2019 9:27am
109,Kork n’ Kettle,(U.S. 41),7603 S. Tamiami Trail ,Sarasota,FL,,,,Bars/Clubs,,,9/11/2019 7:43am,10/28/2019 9:27am
107,Trade Winds,,233 Central Ave.,St. Petersburg,FL,,,(M) - Mixed Crowds,Bars/Clubs,,,9/11/2019 7:43am,10/28/2019 9:27am
110,Landchess Lounge,Hotel Sarasota,1335 Main St. ,Sarasota,FL,,,(M) - Mixed Crowds,"Hotels,Bars/Clubs",,,9/11/2019 7:43am,10/28/2019 9:18am
111,Holiday Inn Bar,(U.S. 27),1302 Apalachee Pkwy.,Tallahassee,FL,,,"(M) - Mixed Crowds,""(H) - Hotel, motel, or other overnight accomodations""","Hotels,Bars/Clubs",,,9/11/2019 7:43am,10/28/2019 9:22am
114,Cucujo’s,,1725 W. Kennedy Blvd.,Tampa,FL,,,"""(G) - Girls, but seldom exclusively"",(RT) - 'Raunchy types' - downtown type places - often hustlers,(M) - Mixed Crowds",Bars/Clubs,,,9/11/2019 7:43am,10/28/2019 9:27am
113,Carousel,(50¢ adm. Weekends),1806 W. Platt St.,Tampa,FL,,,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,9/11/2019 7:43am,10/28/2019 9:27am
115,Golden Anchor,,4504 W. Kennedy Blvd.,Tampa,FL,,,(M) - Mixed Crowds,Bars/Clubs,,,9/12/2019 6:59am,10/28/2019 9:27am
116,Kikiki,,723 Morgan,Tampa,FL,,,(*) - Very popular,Bars/Clubs,,,9/12/2019 6:59am,10/28/2019 9:27am
121,My Apartment ,,823 Belvedere,West Palm Beach,FL,,,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,9/12/2019 7:12am,10/28/2019 9:27am
122,Turf,,221 Datura,West Palm Beach,FL,,,(*) - Very popular,Bars/Clubs,,,9/12/2019 7:12am,10/28/2019 9:27am
123,Harper’s ,,539 W. Fairbanks,Winter Park,FL,,,"(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,9/12/2019 7:12am,10/28/2019 9:27am
219,Downtowner Motel Bar,,225 E. Capitol,Jackson,MS,,,"(M) - Mixed Crowds,(PE) - Pretty elegant - jacket & tie may be required,(*) - Very popular","Hotels,Bars/Clubs",,,9/13/2019 6:47am,10/28/2019 9:23am
218,Wilma’s Entertainment Lounge,,2300 Hewes Ave.,Gulfport,MS,,,,Bars/Clubs,,,9/13/2019 6:47am,10/28/2019 9:27am
223,Islander,,505 23rd Ave.,Meridian,MS,,,,Bars/Clubs,,,9/13/2019 6:47am,10/28/2019 9:27am
221,Raincheck Lounge,,1905 W. Northside Dr.,Jackson,MS,,,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,9/13/2019 6:47am,10/28/2019 9:27am
164,Jerry’s Drive In,,650 E. Main St.,Lexington,KY,,,"(M) - Mixed Crowds,(YC) - Young and/or collegiate types,""(C) - Coffee, soft drinks and sometimes snacks""",Bars/Clubs,,,9/12/2019 7:33am,10/28/2019 9:27am
163,Downstairs Club,(Hwy. 17) (South Ft. Mitchell),Madison Pike ,Covington,KY,,,"(P) - Private club - Inquire locally to admission,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,9/12/2019 7:33am,10/28/2019 9:27am
165,Living Room,(closes at 1 am),24 E. Main St.,Lexington,KY,,,"(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular",Bars/Clubs,,,9/12/2019 7:33am,10/28/2019 9:27am
166,Downtowner,,320 W. Chestnut St. ,Louisville,KY,,,"(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy",Bars/Clubs,,,9/12/2019 7:33am,10/28/2019 9:27am
168,Queen Bee,,730 Logan,Louisville,KY,,,"(P) - Private club - Inquire locally to admission,(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular",Bars/Clubs,,,9/12/2019 7:33am,10/28/2019 9:27am
169,Windsor Hotel Steam Baths,,926 S. 5th St.,Louisville,KY,,,,"Baths,Hotels",,,9/12/2019 7:33am,10/28/2019 9:16am
167,Masterson’s Steak House,(after hours),1803 S. 3rd St.,Louisville,KY,,,"(YC) - Young and/or collegiate types,""(C) - Coffee, soft drinks and sometimes snacks""",Bars/Clubs,,,9/12/2019 7:33am,10/28/2019 9:27am
11,Mollie's ,,360 Central Ave.,Hot Springs,AR,,,"(M) - Mixed Crowds,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. """,Restaurant,,,8/29/2019 11:27am,10/28/2019 9:15am
