ID,title,description,streetaddress,city,state,amenityfeatures,type,unclearaddress,notes,dateadded,lastmodified
167,Read House Tavern,,9th & Broad,Chattanooga,TN,,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
168,New Southern Hotel Bar,,Baltimore & Liberty ,Jackson,TN,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
169,Andrew Johnson Hotel Bar,,918 Gay St SW,Knoxville,TN,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
170,Brownie's Grill,,2218 Cumberland Ave,Knoxville,TN,,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
171,Five-O-Nine Club,,509 Church Ave SW,Knoxville,TN,,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
172,Carnival Room ,"Sheraton-Peabody Hotel
",149 Union Ave,Memphis,TN,"(PE) - Pretty elegant - jacket & tie may be required,(M) - Mixed Crowds",Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
173,Famous Door Lounge,,1786 Madison Ave,Memphis,TN,"""(G) - Girls, but rarely exclusively""",Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
174,Entree Nuit,,239 S. Bellevue,Memphis,TN,"(*) - Very popular,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. """,Restaurant,,,8/13/2019 2:05pm,8/13/2019 3:37pm
175,Frank's Shobar,,233 S Bellevue,Memphis,TN,"(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
176,Chez Paree,,214 N. 4th,Nashville,TN,"(M) - Mixed Crowds,(D) - Dancing",Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
177,Hi Hat Lounge,,604 Commerce,Nashville,TN,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
178,Juanita's ,,713 Commerce,Nashville,TN,(*) - Very popular,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
179,Jungle Lounge ,"(best after midnight)
",715 Commerce,Nashville,TN,(*) - Very popular,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
180,Ali Bye,,105 E. 6th St,Amarillo,TX,,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
181,Back Door Lounge,,408 E 10th St,Amarillo,TX,(*) - Very popular,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
182,Chandelier,,14 mi E on U.S. 90,Austin,TX,"(P) - Private club - Inquire locally to admission,(D) - Dancing",Bars/Clubs,checked,,8/13/2019 2:05pm,8/13/2019 4:50pm
183,Hideaway,,509 E. 6th,Austin,TX,,Bars/Clubs,,,8/13/2019 2:05pm,8/13/2019 4:50pm
184,Manhattan,,911 Congress,Austin,TX,,Bars/Clubs,,,8/13/2019 3:39pm,8/13/2019 4:50pm
185,Plantation,(after hours),503 W 19th,Austin,TX,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. """,Restaurant,,,8/13/2019 3:39pm,8/13/2019 3:43pm
186,Red River Lounge,,9th & Red River,Austin,TX,(*) - Very popular,Bars/Clubs,,,8/13/2019 3:39pm,8/13/2019 4:50pm
187,Golden Eye Lounge,,Park at College,Beaumont,TX,,Bars/Clubs,checked,,8/13/2019 3:39pm,8/13/2019 4:50pm
188,Playboy Lounge,,485 Crockett,Beaumont,TX,(*) - Very popular,Bars/Clubs,,,8/13/2019 3:39pm,8/13/2019 4:50pm
189,Ronnie's Bamboo Room,,219 N. Frazier,Conroe,TX,,Bars/Clubs,,,8/13/2019 3:39pm,8/13/2019 4:50pm
190,Maison Rouge,,1009 Santa Fe,Corpus Christi,TX,(*) - Very popular,Bars/Clubs,,,8/13/2019 3:39pm,8/13/2019 4:50pm
191,Atlantis ,,2116 N Field at Cedar Spgs,Dallas,TX,"(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,8/13/2019 3:39pm,8/13/2019 4:50pm
192,Atlas Lounge,,4120 Ross Ave,Dallas,TX,"""(G) - Girls, but rarely exclusively""",Bars/Clubs,,,8/13/2019 3:39pm,8/13/2019 4:50pm
193,Club 4208,,4208 Live Oak,Dallas,TX,"(P) - Private club - Inquire locally to admission,(D) - Dancing",Bars/Clubs,,,8/13/2019 3:39pm,8/13/2019 4:50pm
194,Daisy,,2511 N. Haskell,Dallas,TX,,Bars/Clubs,,,8/13/2019 3:39pm,8/13/2019 4:50pm
195,Gallery One,,3113 Live Oak,Dallas,TX,,Bars/Clubs,,,8/13/2019 3:44pm,8/13/2019 4:50pm
196,Gene's Music Box,,307 S. Akard,Dallas,TX,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,,,8/13/2019 3:44pm,8/13/2019 4:50pm
197,Ken's,"(after hours)

",E Lemmon & McKinney,Dallas,TX,"""(C) - Coffee, soft drinks and sometimes snacks""",Bars/Clubs,,,8/13/2019 3:44pm,8/13/2019 4:50pm
198,Tara Club,,2121 Field St,Dallas,TX,,Bars/Clubs,,,8/13/2019 3:44pm,8/13/2019 4:50pm
199,Tool Box,,Bryan & Harwood,Dallas,TX,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 3:44pm,8/13/2019 4:50pm
200,Villa Fontana,,1315 SKiles,Dallas,TX,,Bars/Clubs,,,8/13/2019 3:44pm,8/13/2019 4:50pm
201,Circus Room Club,"(between Mills and Oregon)
",110 Sheldon,El Paso,TX,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 3:44pm,8/13/2019 4:50pm
202,Club Diamond Lil,"(at magoffin) (semi-private --liquor)
",100 N. Florence ,El Paso,TX,(*) - Very popular,Bars/Clubs,,,8/13/2019 3:44pm,8/13/2019 4:50pm
203,Club Pigalle,,613 E. San Antonio ,El Paso,TX,(*) - Very popular,Bars/Clubs,,,8/13/2019 3:44pm,8/13/2019 4:50pm
204,Le Milord,,315 S. Kansas,El Paso,TX,,Bars/Clubs,,,8/13/2019 3:44pm,8/13/2019 4:50pm
205,Noa Noa Club,"(after midnite when Texas bars close - 4 blocks S of Santa Fe Bridge on Avenida Juarez in Ciudad Juarex, Mexico) ",,El Paso,TX,(M) - Mixed Crowds,Bars/Clubs,checked,,8/13/2019 3:44pm,8/13/2019 4:50pm
206,Voyager Lounge,,112 W. San Antonio,El Paso,TX,,Bars/Clubs,,,8/13/2019 3:44pm,8/13/2019 4:50pm
207,El Toga,inquire locally ,,Ft. Worth,TX,"(D) - Dancing,(*) - Very popular",Bars/Clubs,checked,,8/13/2019 3:44pm,8/13/2019 4:50pm
208,Little Augie's ,,3026 W Lancaster,Ft. Worth,TX,"""(G) - Girls, but rarely exclusively""",Bars/Clubs,,,8/13/2019 3:44pm,8/13/2019 4:50pm
209,Hi Ho Gaslight,,33rd & Broadway,Galveston,TX,"(D) - Dancing,(P) - Private club - Inquire locally to admission",Bars/Clubs,,,8/13/2019 3:44pm,8/13/2019 4:50pm
210,Jade East,,2115 Strand,Galveston,TX,,Bars/Clubs,,,8/13/2019 3:44pm,8/13/2019 4:50pm
211,Kon Tiki,"(Moody)
",800 21st st,Galveston,TX,"(P) - Private club - Inquire locally to admission,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,8/13/2019 3:44pm,8/13/2019 4:50pm
212,Lafitte's ,"(Rosenberg)
",411 25th st,Galveston,TX,"(P) - Private club - Inquire locally to admission,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,8/13/2019 3:44pm,8/13/2019 4:50pm
213,Opus One,(Moody) ,214 21st st,Galveston,TX,,Bars/Clubs,,,8/13/2019 3:44pm,8/13/2019 4:50pm
214,Pirates Cove,(after others close),Seawall at Moody Center,Galveston,TX,(P) - Private club - Inquire locally to admission,Bars/Clubs,checked,,8/13/2019 3:44pm,8/13/2019 4:50pm
215,Zodiac Baths,"(above Opus One)
",220 1/2 21st st,Galveston,TX,,Baths,,,8/13/2019 3:44pm,8/13/2019 4:51pm
216,Ali Baba,"(Old Market Sq)
",823 Congress,Houston,TX,"(PE) - Pretty elegant - jacket & tie may be required,(M) - Mixed Crowds",Bars/Clubs,,,8/13/2019 3:44pm,8/13/2019 4:50pm
217,Art Wren's,(after hours),616 Westheimer,Houston,TX,"""(C) - Coffee, soft drinks and sometimes snacks""",Bars/Clubs,,,8/13/2019 3:44pm,8/13/2019 4:50pm
218,Athen's Cafe,"(waterfront docks)
",8037 Clinton Drive,Houston,TX,(RT) - 'Raunchy types' - downtown type places - often hustlers,Bars/Clubs,,,8/13/2019 3:44pm,8/13/2019 4:50pm
219,Balcony Club,,1809 Louisiana,Houston,TX,"(P) - Private club - Inquire locally to admission,(D) - Dancing",Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
220,Blue Star,,800 Elgin,Houston,TX,"""(C) - Coffee, soft drinks and sometimes snacks""",Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
221,Cafe hannibal,(Old Market Sq),311 Travis,Houston,TX,"(PE) - Pretty elegant - jacket & tie may be required,(M) - Mixed Crowds",Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
222,Exile,,1011 Bell,Houston,TX,(*) - Very popular,Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
223,Galleria Opera House,(Old Market Sq),Travis St,Houston,TX,"(PE) - Pretty elegant - jacket & tie may be required,(M) - Mixed Crowds",Bars/Clubs,checked,,8/13/2019 4:17pm,8/13/2019 4:50pm
224,Galleon,,2720 Richmond,Houston,TX,,Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
225,La Boheme,,1504 Westheimer,Houston,TX,,Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
226,La Caja,"(especially back patio)
",1104 Tuam,Houston,TX,(*) - Very popular,Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
227,La Carafe,(Old Market Sq),813 Congress,Houston,TX,"(PE) - Pretty elegant - jacket & tie may be required,(M) - Mixed Crowds",Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
228,Les Quatre Saisons ,(Old Market Sq),Milam St,Houston,TX,,Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
229,Moulin Rouge,(Old Market Sq),308 Milam St,Houston,TX,"(PE) - Pretty elegant - jacket & tie may be required,(M) - Mixed Crowds",Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
230,New York Club,,1322 Westheimer,Houston,TX,"(P) - Private club - Inquire locally to admission,(D) - Dancing",Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
231,Pink Elephant ,,1218 Leeland,Houston,TX,(RT) - 'Raunchy types' - downtown type places - often hustlers,Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
232,Plantation Club,,1940 W. Gray,Houston,TX,"(P) - Private club - Inquire locally to admission,(D) - Dancing,(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
233,Red Room,,612 Hadley,Houston,TX,(*) - Very popular,Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
234,Roaring 60s ,,2305 S. Shepard,Houston,TX,"""(G) - Girls, but rarely exclusively""",Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
235,Rock's 3412,,3412 W. Dallas,Houston,TX,"""(G) - Girls, but rarely exclusively"",(P) - Private club - Inquire locally to admission",Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
236,Round Table,,507 Westheimer,Houston,TX,,Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
237,Seagull,,1003 California,Houston,TX,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. """,Restaurant,,,8/13/2019 4:17pm,8/13/2019 4:48pm
238,Sound of Music,,2802 Austin,Houston,TX,(S) - Shows - impersonators or record pantomime acts - often touristy,Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
239,Surf,,2909 Main,Houston,TX,,Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
240,Regency III Country Club,"(off Hwy 59)
",15312 Lee Road ,Humble,TX,,Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
241,Duffy's,,5 S 16th ,McAllen,TX,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
242,Friendly Lounge,,"Hwy 336, 3.5 mi bet town and mexcan border)",McAllen,TX,,Bars/Clubs,checked,,8/13/2019 4:17pm,8/13/2019 4:50pm
243,Scotty's ,(inquire locally),,McAllen,TX,(M) - Mixed Crowds,Bars/Clubs,checked,,8/13/2019 4:17pm,8/13/2019 4:50pm
244,Club Samoa ,,3404 Wall,Midland,TX,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
245,Areana Club,,3123 Broadway,San Antonio,TX,(*) - Very popular,Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
246,Buddha Lounge,,2315 San Pedro,San Antonio,TX,"""(G) - Girls, but rarely exclusively""",Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
247,Cork Room,,411 N. St Mary's,San Antonio,TX,(*) - Very popular,Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
248,El Jardin,,106 Navarro,San Antonio,TX,,Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
249,Mary Ellan's,,139 Fredericksburg Rd.,San Antonio,TX,,Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
250,Paul's Grove,('The Country' WFSS),about 25 mi NW near Helotes,San Antonio,TX,"(*) - Very popular,(P) - Private club - Inquire locally to admission,(D) - Dancing",Bars/Clubs,checked,,8/13/2019 4:17pm,8/13/2019 4:50pm
251,Ponderosa,,W on Sterling Hwy,San Antonio,TX,(RT) - 'Raunchy types' - downtown type places - often hustlers,Bars/Clubs,checked,,8/13/2019 4:17pm,8/13/2019 4:50pm
252,Top Hat,,210 S. New Braunfels,San Antonio,TX,,Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
253,Dale's Blue Lounge,,1606 Lamar St,Wichita Falls,TX,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
254,Office,,800 Travis,Wichita Falls,TX,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
255,Raven Room,,Rt 29 N,Charlottesville,VA,"(YC) - Young and/or collegiate types,(M) - Mixed Crowds",Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
256,Buddy's Jazz Lounge,,35th & Granby,Norfolk,VA,"(YC) - Young and/or collegiate types,(M) - Mixed Crowds",Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
257,Continental,,111 W Tazewell,Norfolk,VA,(*) - Very popular,Bars/Clubs,,,8/13/2019 4:17pm,8/13/2019 4:50pm
258,Tiger Lounge,,7726 Hampton,Norfolk,VA,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 4:45pm,8/13/2019 4:50pm
259,Rene's,,206 N 8th St,Richmond,VA,(*) - Very popular,Bars/Clubs,,,8/13/2019 4:45pm,8/13/2019 4:50pm
260,Tradwinds,,717 Franklin Rd SW,Roanoke,VA,"(M) - Mixed Crowds,""(G) - Girls, but rarely exclusively""",Bars/Clubs,,,8/13/2019 4:45pm,8/13/2019 4:50pm
261,Hotel Waverly,,22nd & Ocean,Virginia Beach,VA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,8/13/2019 4:45pm,8/13/2019 4:48pm
262,Jochebo's,"(Also called Downstairs Club)
",3 L Hwy (So Ft Mithchell),Covington,KY,"(*) - Very popular,(D) - Dancing",Bars/Clubs,,,8/13/2019 4:45pm,8/13/2019 11:17pm
263,Residence Club,,Route 8 (Ludlow),Covington,KY,"(P) - Private club - Inquire locally to admission,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,8/13/2019 11:15pm,8/13/2019 11:18pm
264,Riverview Turkish Baths,,219 E 2nd St,Covington,KY,,Baths,,,8/13/2019 11:15pm,8/13/2019 11:18pm
265,Fire Place,,825 Euclid,Lexington,KY,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 11:16pm,8/13/2019 11:19pm
266,Gilded Cage,,E Main St,Lexington,KY,(M) - Mixed Crowds,Bars/Clubs,,,8/13/2019 11:16pm,8/13/2019 11:19pm
267,Dinty Moore's,,427 Broadway,Louisville,KY,"(M) - Mixed Crowds,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,,,8/13/2019 11:16pm,8/13/2019 11:20pm
268,Downtowner,(Back room best),320 W Chestnut St,Louisville,KY,(*) - Very popular,Bars/Clubs,,,8/13/2019 11:16pm,8/13/2019 11:20pm
269,Queen Bee,,730 Logan,Louisville,KY,"(P) - Private club - Inquire locally to admission,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,8/13/2019 11:16pm,8/13/2019 11:20pm
